"evaluationTime","stateAtEvaluationTime","No_lineage","Persistent_mean","Persistent_1q","Persistent_3q","Persistent_median"
6.52876712328771,"Africa",1.98461538461538,0.438835899456849,0.299411266152907,0.552602937821502,0.427364172659749
6.52876712328771,"China",1.73412029229904,0.138187077357182,0.0844619089677501,0.170847832069339,0.118830251811044
6.52876712328771,"Europe",2.52790544977019,0.108916897183168,0.0601667858332096,0.143613207750865,0.102115618963613
6.52876712328771,"Japan/Korea",4.47573363431151,0.0965777473239578,0.058576007985504,0.12611343717924,0.0883560106983005
6.52876712328771,"NorthernAmerica",2.2931854199683,0.104147186465933,0.0477174741059954,0.145094319701244,0.0926948739008162
6.52876712328771,"Oceania",2.28634850166482,0.0773838500799036,0.0287760542356503,0.109481487320869,0.0628659687926604
6.52876712328771,"Russia",1.09473684210526,0.0785012103016808,0.0209047884561935,0.0885662863310399,0.0467252046218851
6.52876712328771,"SoutheasternAsia",2.39158061953932,0.0757583827173233,0.029567576413625,0.105511125714228,0.0636254848852476
6.52876712328771,"SouthernAmerica",1.03636363636364,0.0887610708596868,0.0201242636617436,0.100383531156234,0.0455672676400329
6.52876712328771,"SouthernAsia",2.11216931216931,0.0661063676449289,0.0254199232081858,0.0823408106072643,0.0484771907823376
6.52876712328771,"WesternAsia",1.85743174924166,0.100596800325308,0.041848498378771,0.129465649982306,0.0763065008509392
6.44383561643826,"Africa",3.87513997760358,0.389280013819055,0.213810953417834,0.551162790902463,0.340586162315102
6.44383561643826,"China",3.90055555555556,0.190417646752155,0.138227810228227,0.225052128390319,0.174544482141064
6.44383561643826,"Europe",2.44852459016393,0.109568510163559,0.0313137650865283,0.168435282563808,0.0916478613424521
6.44383561643826,"Japan/Korea",5.68333333333333,0.151552957158628,0.106660650761005,0.186762536871222,0.147132511561474
6.44383561643826,"NorthernAmerica",2.76814268142681,0.107929057198145,0.0442163688444964,0.155403034570677,0.0892650404522089
6.44383561643826,"Oceania",4.89459459459459,0.0876574919214416,0.034134661364225,0.125767441803452,0.0749410766470443
6.44383561643826,"Russia",1.18867924528302,0.0712849397048011,0.0179458446766905,0.0974882103429522,0.0399338376253269
6.44383561643826,"SoutheasternAsia",4.7579433853264,0.0984441504658322,0.0533746884265357,0.132383681363298,0.0861877439662471
6.44383561643826,"SouthernAmerica",1.28846153846154,0.0677457865556065,0.02072130817992,0.0741155929428141,0.046164453999864
6.44383561643826,"SouthernAsia",5.88659058487874,0.104963051742619,0.0591700704218382,0.140249514537799,0.101640853239404
6.44383561643826,"WesternAsia",2.09259259259259,0.120617325857036,0.0511276539574115,0.162402165904947,0.105632303543594
6.36712328767112,"Africa",5.16333333333333,0.392797583463503,0.229722903097339,0.551475049417935,0.317509726747705
6.36712328767112,"China",5.78222222222222,0.211945804676008,0.169980645280598,0.241522688534334,0.201402268987462
6.36712328767112,"Europe",2.00339847068819,0.135327019226408,0.0530055300347065,0.198994457538975,0.108914801136074
6.36712328767112,"Japan/Korea",3.36733524355301,0.177521124033129,0.11851834707034,0.230498654027794,0.173429086061694
6.36712328767112,"NorthernAmerica",2.74901074053137,0.131798691204413,0.0606260290709999,0.18074408534979,0.112483220144995
6.36712328767112,"Oceania",5.61667631731326,0.115761661773058,0.0584811863564137,0.163656233209192,0.102562771181434
6.36712328767112,"Russia",1.14851485148515,0.0828509158746537,0.0205075460761723,0.114706287759326,0.060935809244516
6.36712328767112,"SoutheasternAsia",5.20508474576271,0.143568052169826,0.0974140458069139,0.180683128968824,0.134508577636181
6.36712328767112,"SouthernAmerica",1.28688524590164,0.0720555977638131,0.0228185288583189,0.0995656745810858,0.0548057501063055
6.36712328767112,"SouthernAsia",6.28753799392097,0.147900246246429,0.0799162772356625,0.199678028546219,0.153242324408027
6.36712328767112,"WesternAsia",1.87768240343348,0.139595481366275,0.0543185224014502,0.211282653513316,0.124096545548739
6.2821917808219,"Africa",7.54888888888889,0.42495201750714,0.26132385706164,0.588967279127661,0.335485430215872
6.2821917808219,"China",5.14611111111111,0.228825013448246,0.175855766170769,0.264164750614993,0.21413972369874
6.2821917808219,"Europe",1.9606365159129,0.135784137957944,0.0497916496060218,0.19286620082961,0.106731199303529
6.2821917808219,"Japan/Korea",3.8165086447295,0.18564887335444,0.122919556168572,0.237443314925171,0.178432481202436
6.2821917808219,"NorthernAmerica",2.79466357308585,0.123649609886035,0.0545585384414611,0.169829925588754,0.102912801071573
6.2821917808219,"Oceania",8.03680981595092,0.14769323525432,0.0855917411912785,0.19889240156365,0.129726589680934
