"test","BV_num","BV_num_LL","BV_num_UL","BY_num","BY_num_LL","BY_num_UL","date","BV_num_roll","BV_num_roll_LL","BV_num_roll_UL","BY_num_roll","BY_num_roll_LL","BY_num_roll_UL","test_roll","diff"
13854,114.226107226107,41.5942992004935,182.886439713892,82.7738927738928,14.1135602861083,155.405700799507,2011-08-01,112.245625485626,38.014786855587,182.098458601173,81.5543745143745,11.7015413988271,155.785213144413,13305.8,7
13456,104.340909090909,30.9746010369742,177.228997726712,100.659090909091,27.7710022732881,174.025398963026,2011-08-08,116.965308025308,37.9202381446372,191.081554978063,85.434691974692,11.3184450219366,164.479761855363,12958.2,7
12301,149.744444444444,58.5365559378294,232.750073025846,89.2555555555556,6.24992697415379,180.463444062171,2011-08-15,123.838338328338,41.3738054187327,201.010943872314,89.3616616716617,12.1890561276859,171.826194581267,12805,7
12327,128.298412698413,41.2411163114221,207.010193816077,83.7015873015873,4.98980618392266,170.758883688578,2011-08-22,127.67645021645,35.6514057242383,213.631995167768,96.9235497835498,10.9680048322319,188.948594275762,12605,7
12087,122.581818181818,34.522454606944,205.179015079043,90.4181818181818,7.82098492095644,178.477545393056,2011-08-29,144.566601731602,35.1619983813741,247.054362325915,110.433398268398,7.94563767408523,219.838001618626,12908.6,7
12854,133.416666666667,12.9823007280216,245.991696191161,120.583333333333,8.00830380883857,241.017699271978,2011-09-05,150.167712842713,27.1925781915002,266.527244417056,125.232287157287,8.87275558294407,248.2074218085,13385,7
14974,188.791666666667,28.5275643226532,344.340833517445,168.208333333333,12.6591664825547,328.472435677347,2011-09-12,161.28183982684,22.1523122077606,296.326052295422,148.31816017316,13.273947704578,287.447687792239,14302.8,7
14683,177.75,18.6894549884599,330.114483481552,163.25,10.885516518448,322.31054501154,2011-09-19,172.874567099567,18.3453645090673,325.923353054251,169.525432900433,16.4766469457491,324.054635490933,15415.8,7
16916,183.869047619048,16.039786392724,356.004233207908,199.130952380952,26.9957667920924,366.960213607276,2011-09-26,187.591233766234,18.8416835402164,356.156576087138,187.408766233766,18.8434239128615,356.158316459784,16755.6,7
17652,180.545454545455,15.4877161134772,353.165518873188,196.454545454545,23.8344811268121,361.512283886523,2011-10-03,190.232900432901,15.9738476915047,365.485242553663,198.1670995671,22.9147574463373,372.426152308495,17936.6,7
19553,207,15.4638958837674,397.1578113556,210,19.8421886444001,401.536104116233,2011-10-10,192.894011544012,19.1031956894355,369.046220764322,208.705988455988,32.5537792356783,382.496804310565,19429.8,7
20879,202,14.1883850790946,390.984165850066,222,33.0158341499341,409.811614920905,2011-10-17,194.020202020202,21.0399400376326,368.500672495998,206.779797979798,32.2993275040018,379.760059962367,20252.2,7
22149,191.055555555556,34.3361949781138,347.919374534847,215.944444444444,59.0806254651526,372.663805021886,2011-10-24,184.234983660131,23.8899628880576,344.600526667859,218.965016339869,58.599473332141,379.310037111942,21076,7
21028,189.5,25.7235081337098,353.27649186629,189.5,25.7235081337098,353.27649186629,2011-10-31,186.870221755369,44.1944564954737,329.156943887138,202.729778244631,60.4430561128616,345.405543504526,22079.8,7
21771,131.619362745098,29.7378303656021,233.664789732492,257.380637254902,155.335210267508,359.262169634397,2011-11-07,177.155070240217,50.8432193240574,302.474180665738,187.644929759783,62.3258193342616,313.956780675943,22577,7
24572,220.17619047619,116.986363920848,319.939897451997,128.82380952381,29.0601025480033,232.013636079152,2011-11-14,179.224673414821,62.6525027224288,293.410041901055,171.975326585179,57.7899580989445,288.547497277571,23070.4,7
23365,153.424242424242,47.4321992220129,257.570349743066,146.575757575758,42.4296502569339,252.567800777987,2011-11-21,191.04903238918,87.3632679419567,290.651093549997,156.15096761082,56.5489064500026,259.836732058043,23811.2,7
24616,201.403571428571,93.382611969971,302.598680711433,137.596428571429,36.4013192885672,245.617388030029,2011-11-28,249.896615095721,148.596687206186,346.586228192687,133.503384904279,36.8137718073128,234.803312793814,24904.8,7
24732,248.621794871795,149.277334231349,339.481750111,110.378205128205,19.5182498890005,209.722665768651,2011-12-05,314.900738702611,215.956435325413,409.447077610066,142.099261297389,47.5529223899341,241.043564674588,24977.6,7
27239,425.857276277806,335.904926686748,513.340462945942,144.142723722194,56.6595370540588,234.095073313252,2011-12-12,432.915890217762,329.982179107562,529.471500473733,142.284109782238,45.7284995262667,245.217820892439,25100.4,7
24936,545.196808510638,453.785104516981,634.24414453889,171.803191489362,82.7558554611102,263.214895483019,2011-12-19,590.992170467567,489.152252916146,687.451004847157,157.007829532433,60.5489951528427,258.847747083855,25636.6,7
23979,743.5,617.560918132758,857.692464061403,147.5,33.3075359385966,273.439081867242,2011-12-26,810.419727316118,705.782626318659,910.376000899265,193.180272683881,93.2239991007347,297.817373681341,27001.4,7
27297,991.784972677595,889.232981012891,1092.49620257855,211.215027322405,110.503797421447,313.76701898711,2012-01-02,945.422606019281,834.045371031569,1051.87913792883,225.177393980718,118.720862071175,336.554628968431,28035.4,7
31556,1345.75957911455,1232.42920124392,1454.10673037154,291.240420885447,182.89326962846,404.570798756085,2012-01-09,982.604704978752,858.449445854794,1100.96340676568,241.595295021247,123.23659323432,365.750554145207,29357.2,7
32409,1100.87166979362,977.218650251298,1220.85614809374,304.128330206379,184.143851906259,427.781349748702,2012-01-16,1087.37530385396,944.652243215441,1227.22097252245,306.624696146038,166.779027477547,449.347756784559,31526.6,7
31545,731.107303307995,575.805478633102,879.665488723162,253.892696692005,105.334511276838,409.194521366898,2012-01-23,1184.74252129601,1007.35085955659,1358.65202527134,383.857478703988,209.947974728655,561.249140443411,33457.4,7
34826,1267.35299437604,1048.574904936,1488.98029284527,472.647005623955,251.019707154729,691.425095064,2012-01-30,1326.33194746444,1101.60581221191,1549.19316746342,480.668052535557,257.80683253658,705.394187788089,35137.2,7
36951,1478.62105988785,1202.72606271862,1749.65146632301,597.378940112154,326.348533676987,873.273937281372,2012-02-06,1584.52009000082,1300.99189883138,1865.92405601606,582.479909999176,301.07594398394,866.008101168622,36979.6,7
39955,2053.70670995671,1703.70396452052,2406.81244133191,775.29329004329,422.187558668086,1125.29603547947,2012-02-13,1864.60824882088,1503.29700950589,2225.04941418596,726.391751179125,365.950585814038,1087.70299049411,39260.8,7
41621,2391.81238247553,1974.14908334863,2804.51059085694,813.187617524474,400.48940914306,1230.85091665137,2012-02-20,2013.06653398783,1572.02780000628,2452.59840344314,829.733466012167,390.201596556861,1270.77219999372,40535.4,7
42951,2131.54809740825,1587.33103200567,2675.29227957268,973.451902591748,429.707720427326,1517.66896799433,2012-02-27,2106.36377423709,1560.39888592245,2650.67182854416,928.036225762912,383.728171455836,1474.00111407755,41587.6,7
41199,2009.64442021083,1392.22885743795,2626.72523913115,989.355579789167,372.274760868845,1606.77114256205,2012-03-05,2024.62473993805,1368.10613239237,2678.3556625474,1004.57526006195,350.844337452606,1661.09386760763,41626,7
42212,1945.10726113412,1144.58149229948,2740.01859182814,1088.89273886588,293.981408171864,1889.41850770053,2012-03-12,1810.77077970929,1082.24623534811,2535.36246529734,1033.22922029071,308.637534702664,1761.75376465189,40708.2,7
40147,1645.01153846154,742.240196870105,2545.23161134806,1157.98846153846,257.768388651935,2060.75980312989,2012-03-19,1570.82202979286,806.869340703887,2330.00271188267,1003.37797020714,244.197288117329,1767.33065929611,38239.8,7
37032,1322.54258133171,544.849598127346,2089.54460460665,956.457418668288,189.455395393351,1734.15040187265,2012-03-26,1346.83858995823,569.109217455319,2116.28120844647,960.361410041775,190.918791553527,1738.09078254468,36071.8,7
30609,931.804347826087,210.446558784561,1648.49351249935,824.195652173913,107.506487500651,1545.55344121544,2012-04-02,1116.79583447326,371.744169337484,1854.16982715705,883.204165526744,145.830172842951,1628.25583066252,33290.4,7
30359,889.727221037669,203.428241195109,1558.11772195017,774.272778962331,105.882278049833,1460.57175880489,2012-04-09,894.066860114282,233.736480808141,1547.73307297399,759.733139885718,106.066927026009,1420.06351919186,30092.8,7
28305,794.893483709273,157.7562517103,1429.46168538102,703.106516290727,68.5383146189839,1340.2437482897,2012-04-16,714.891677181272,132.243400649441,1292.33331031967,650.108322818728,72.6666896803342,1232.75659935056,26853.4,7
24159,531.366666666667,52.2017542233876,1013.04784043277,540.633333333333,58.9521595672264,1019.79824577661,2012-04-23,600.617474282722,98.4074881981871,1097.99465529818,554.582525717278,57.2053447018215,1056.79251180181,24902.2,7
20835,426.666666666667,37.3841973338487,812.545791335023,408.333333333333,22.4542086649766,797.615802666151,2012-04-30,481.422030075188,62.843623670696,898.706126799647,457.777969924812,40.4938732003532,876.356376329304,22813.4,7
20853,360.433333333333,41.2669965282897,676.800237391912,346.566666666667,30.1997626080876,665.73300347171,2012-05-07,379.11,37.2017314273679,718.792517525642,370.49,30.8074824743575,712.398268572632,20698.8,7
19915,293.75,25.608918557653,561.675079457509,290.25,22.3249205424914,558.391081442347,2012-05-14,322.636666666667,31.4928311006488,610.680992683439,310.963333333333,22.9190073165606,602.107168899351,19712.2,7
17732,283.333333333333,29.5467904936602,529.893639010994,266.666666666667,20.1063609890057,520.45320950634,2012-05-21,285.22,29.8031155942233,537.640582433337,274.78,22.3594175666626,530.196884405777,19477,7
19226,249,23.6572525897918,472.490216221758,243,19.5097837782419,468.342747410208,2012-05-28,259.141666666667,26.0437388771217,489.585016468362,251.458333333333,21.0149835316383,484.556261122878,19158.4,7
19659,239.583333333333,28.9356198017213,447.343740084514,227.416666666667,19.6562599154861,438.064380198279,2012-06-04,240.937380952381,27.5914993768801,451.300024277937,232.662619047619,22.2999757220628,446.00850062312,18920.8,7
19260,230.041666666667,22.4701129427819,436.522407567034,229.958333333333,23.4775924329661,437.529887057218,2012-06-11,226.797987012987,26.0395760252005,426.489832633037,227.402012987013,27.7101673669635,428.1604239748,19332.6,7
18727,202.728571428571,33.3477210564449,370.250118505386,196.271428571429,28.749881494614,365.652278943555,2012-06-18,216.864545454546,28.4787488460655,405.167235975004,219.735454545454,31.4327640249958,408.121251153935,19155.6,7
19791,212.636363636364,21.7871737352622,405.842680786491,240.363636363636,47.1573192135091,431.212826264738,2012-06-25,228.317870342853,54.6609574228608,401.293608099896,210.882129657147,37.9063919001036,384.539042577139,18960,7
