year_month,region,climate,epoch,antigen_drift,inter_air_traffic,intra_air_traffic,total_air_traffic,persistence
2019-03,Oceania,most-tropical,pre,0.201114914,0.86869539,0.968909917,0.977983199,0.15067379
2019-03,South-eastern Asia,most-tropical,pre,0.186721657,0.928659153,0.916850867,0.921046933,0.183404901
2019-03,Europe,most-other,pre,0.188773644,0.731325332,0.754363501,0.752857997,0.141814197
2019-03,Southern Asia,most-tropical,pre,0.160366993,0.958512495,0.860400324,0.907768624,0.172812255
2019-03,Northern America,most-other,pre,0.279740233,0.759430403,0.924544023,0.916769387,0.259417823
2019-03,Japan/Korea,most-other,pre,0.189071034,0.902119651,0.915237935,0.937488455,0.515234543
2019-03,Russia,most-other,pre,0.163022727,0.657341172,0.531343606,0.649790281,0.443176379
2019-03,Western Asia,most-other,pre,0.181016209,0.751471212,0.887062538,0.840289323,0.440350436
2019-03,China,most-other,pre,0.203553189,0.889599938,0.857396212,0.893438175,0.785826396
2019-03,Southern America,most-tropical,pre,0.177941566,0.937268475,0.895522127,0.900655539,0.36578886
2019-03,Africa,most-tropical,pre,0.170335212,0.767586459,0.894458907,0.842662937,0.340537135
2019-04,Oceania,most-tropical,pre,0.213799166,0.798913026,0.953804196,0.949867501,0.209559065
2019-04,South-eastern Asia,most-tropical,pre,0.187451735,0.872026228,0.898183622,0.892050611,0.184539719
2019-04,Europe,most-other,pre,0.238555913,0.782318956,0.860587916,0.848315853,0.152393983
2019-04,Southern Asia,most-tropical,pre,0.286475067,0.880077084,0.803979148,0.844068826,0.2109799
2019-04,Northern America,most-other,pre,0.262654358,0.79886856,0.883631421,0.884056967,0.260923573
2019-04,Japan/Korea,most-other,pre,0.185269675,0.878708092,0.889587082,0.911901192,0.525057321
2019-04,Russia,most-other,pre,0.157814489,0.696190284,0.529379352,0.659747443,0.285141291
2019-04,Western Asia,most-other,pre,0.221133123,0.785148544,0.851294102,0.840248282,0.509239618
2019-04,China,most-other,pre,0.224474612,0.879748891,0.862436602,0.896440537,0.891338733
2019-04,Southern America,most-tropical,pre,0.219511609,0.86947419,0.841839542,0.845532939,0.397614526
2019-04,Africa,most-tropical,pre,0.184029499,0.787894803,0.850263008,0.830873604,0.446243285
2019-05,Oceania,most-tropical,pre,0.213799166,0.787904257,0.940894479,0.936966333,0.249338546
2019-05,South-eastern Asia,most-tropical,pre,0.187451735,0.857780096,0.908144215,0.895449038,0.198755842
2019-05,Europe,most-other,pre,0.238555913,0.812588136,0.935792058,0.914713312,0.135595427
2019-05,Southern Asia,most-tropical,pre,0.286475067,0.887865152,0.851939858,0.882447215,0.268919693
2019-05,Northern America,most-other,pre,0.262654358,0.884622551,0.931334752,0.936367905,0.179182697
2019-05,Japan/Korea,most-other,pre,0.185269675,0.913552302,0.930637709,0.951887084,0.478064769
2019-05,Russia,most-other,pre,0.157814489,0.855632754,0.56585207,0.738579182,0.230308955
2019-05,Western Asia,most-other,pre,0.221133123,0.808577849,0.83998569,0.846996353,0.566861005
2019-05,China,most-other,pre,0.224474612,0.919904867,0.890071772,0.926950526,0.941532149
2019-05,Southern America,most-tropical,pre,0.219511609,0.908292952,0.857232163,0.863228653,0.384921989
2019-05,Africa,most-tropical,pre,0.184029499,0.74471051,0.843844984,0.805516894,0.520266663
2019-06,Oceania,most-tropical,pre,0.213799166,0.78381722,0.89298125,0.897498711,0.297746398
2019-06,South-eastern Asia,most-tropical,pre,0.187451735,0.85340051,0.940227154,0.917665839,0.218345737
2019-06,Europe,most-other,pre,0.238555913,0.892791305,0.960836126,0.951061316,0.141641549
2019-06,Southern Asia,most-tropical,pre,0.286475067,0.888880574,0.849597979,0.880947,0.320264813
2019-06,Northern America,most-other,pre,0.262654358,0.941579551,0.936263725,0.946945888,0.191083133
2019-06,Japan/Korea,most-other,pre,0.185269675,0.89682823,0.898642779,0.924552814,0.400693402
2019-06,Russia,most-other,pre,0.157814489,0.967021192,0.610410927,0.809916726,0.179450141
2019-06,Western Asia,most-other,pre,0.221133123,0.857787483,0.911480788,0.908714287,0.607121636
2019-06,China,most-other,pre,0.224474612,0.915727386,0.864816598,0.903919826,1.002914439
2019-06,Southern America,most-tropical,pre,0.219511609,0.922036907,0.838061188,0.84724527,0.412744597
2019-06,Africa,most-tropical,pre,0.184029499,0.847183673,0.844292567,0.858262109,0.56737688
2019-07,Oceania,most-tropical,pre,0.263993152,0.864693346,0.997425431,1,0.305668891
2019-07,South-eastern Asia,most-tropical,pre,0.231690171,0.888499764,0.949032779,0.933620551,0.232967647
2019-07,Europe,most-other,pre,0.212707825,0.979290119,1,1,0.142897836
2019-07,Southern Asia,most-tropical,pre,0.247651176,0.890535271,0.878643982,0.903369774,0.334530049
2019-07,Northern America,most-other,pre,0.213269258,0.986184312,0.970164929,0.982364383,0.188419711
2019-07,Japan/Korea,most-other,pre,0.228314799,0.935051065,0.948034283,0.971304306,0.346817213
2019-07,Russia,most-other,pre,0.148884551,1,0.6561099,0.858749804,0.138554108
2019-07,Western Asia,most-other,pre,0.179163169,0.932093727,0.931386584,0.957955042,0.642631729
2019-07,China,most-other,pre,0.226096574,0.964298775,0.9547109,0.990924249,1.020923285
2019-07,Southern America,most-tropical,pre,0.259551014,0.983521033,0.950060826,0.95445072,0.331228575
2019-07,Africa,most-tropical,pre,0.190704456,0.921462849,0.893957269,0.92127701,0.555725111
2019-08,Oceania,most-tropical,pre,0.263993152,0.838016375,0.955756282,0.960384957,0.30312352
2019-08,South-eastern Asia,most-tropical,pre,0.231690171,0.910179391,0.927705383,0.923947948,0.257350575
2019-08,Europe,most-other,pre,0.212707825,1,0.985734563,0.992775421,0.147475484
2019-08,Southern Asia,most-tropical,pre,0.247651176,0.923525899,0.887847837,0.919169326,0.315517555
2019-08,Northern America,most-other,pre,0.213269258,0.994782914,0.946117924,0.961568843,0.197357137
2019-08,Japan/Korea,most-other,pre,0.228314799,0.987750801,0.962143893,1,0.288539128
2019-08,Russia,most-other,pre,0.148884551,0.996901449,0.653991675,0.85601626,0.123062838
2019-08,Western Asia,most-other,pre,0.179163169,0.964629255,0.942933979,0.980928874,0.657549287
2019-08,China,most-other,pre,0.226096574,1,0.958936872,1,1.047846778
2019-08,Southern America,most-tropical,pre,0.259551014,0.971007406,0.916436653,0.922845676,0.304611521
2019-08,Africa,most-tropical,pre,0.190704456,0.955610332,0.900909322,0.942270322,0.736735736
2019-09,Oceania,most-tropical,pre,0.263993152,0.816742794,0.948787913,0.94991312,0.266880479
2019-09,South-eastern Asia,most-tropical,pre,0.231690171,0.844548981,0.88746849,0.876772449,0.299433911
2019-09,Europe,most-other,pre,0.212707825,0.923383694,0.971769282,0.966031742,0.156140195
2019-09,Southern Asia,most-tropical,pre,0.247651176,0.905294655,0.861117777,0.894059903,0.371116393
2019-09,Northern America,most-other,pre,0.213269258,0.918479846,0.85678995,0.872677114,0.213910437
2019-09,Japan/Korea,most-other,pre,0.228314799,0.926422713,0.890820862,0.930237436,0.251585204
2019-09,Russia,most-other,pre,0.148884551,0.947677934,0.616608528,0.809408746,0.124106956
2019-09,Western Asia,most-other,pre,0.179163169,0.875703208,0.870651492,0.897809893,0.578987241
2019-09,China,most-other,pre,0.226096574,0.913137417,0.884412288,0.920919551,1.074877278
2019-09,Southern America,most-tropical,pre,0.259551014,0.910358539,0.894212489,0.896847452,0.328395923
2019-09,Africa,most-tropical,pre,0.190704456,0.823908062,0.898974492,0.873797369,0.833548349
2019-10,Oceania,most-tropical,pre,0.224416965,0.784280487,1,0.983670566,0.208241421
2019-10,South-eastern Asia,most-tropical,pre,0.233205746,0.868001468,0.941227156,0.922360026,0.33131101
2019-10,Europe,most-other,pre,0.301077891,0.787997246,0.913169972,0.891596393,0.161873844
2019-10,Southern Asia,most-tropical,pre,0.232360903,0.911078809,0.923855496,0.943083684,0.372031931
2019-10,Northern America,most-other,pre,0.235457127,0.774531141,0.940797263,0.933074185,0.232329632
2019-10,Japan/Korea,most-other,pre,0.242709265,0.941407422,0.894609611,0.938248958,0.254802489
2019-10,Russia,most-other,pre,0.197304336,0.768673806,0.562161568,0.709396822,0.148280321
2019-10,Western Asia,most-other,pre,0.225063517,0.815801197,0.86113473,0.861374194,0.514347374
2019-10,China,most-other,pre,0.271100409,0.913694837,0.903710696,0.938125077,1.135390118
2019-10,Southern America,most-tropical,pre,0.281983378,0.843239167,0.930335516,0.922943673,0.314445859
2019-10,Africa,most-tropical,pre,0.277800593,0.743617469,0.925279261,0.845858051,0.913741746
2019-11,Oceania,most-tropical,pre,0.224416965,0.827486614,0.950519668,0.953764202,0.19454656
2019-11,South-eastern Asia,most-tropical,pre,0.233205746,0.89192391,0.942840472,0.930032742,0.329565602
2019-11,Europe,most-other,pre,0.301077891,0.696141553,0.701137275,0.70307103,0.18578154
2019-11,Southern Asia,most-tropical,pre,0.232360903,0.937310478,0.911676366,0.940892299,0.357047295
2019-11,Northern America,most-other,pre,0.235457127,0.70477262,0.87249249,0.863875455,0.251698934
2019-11,Japan/Korea,most-other,pre,0.242709265,0.933803772,0.850060426,0.905947263,0.249637907
2019-11,Russia,most-other,pre,0.197304336,0.590195203,0.539136467,0.636329794,0.172865697
2019-11,Western Asia,most-other,pre,0.225063517,0.724450941,0.830546033,0.797785379,0.483300948
2019-11,China,most-other,pre,0.271100409,0.883273496,0.862154442,0.896716031,1.153485692
2019-11,Southern America,most-tropical,pre,0.281983378,0.867765264,0.89376469,0.89228851,0.35155797
2019-11,Africa,most-tropical,pre,0.277800593,0.743210593,0.910055542,0.838003215,0.94708593
2019-12,Oceania,most-tropical,pre,0.224416965,0.916365254,0.972593162,0.99185305,0.198624914
2019-12,South-eastern Asia,most-tropical,pre,0.233205746,0.96770162,1,0.99230942,0.300499021
2019-12,Europe,most-other,pre,0.301077891,0.703448078,0.715710621,0.71623031,0.216609545
2019-12,Southern Asia,most-tropical,pre,0.232360903,0.967347772,0.938542901,0.969266632,0.424401772
2019-12,Northern America,most-other,pre,0.235457127,0.740748818,0.931128645,0.920707651,0.246590177
2019-12,Japan/Korea,most-other,pre,0.242709265,0.975225147,0.878545197,0.94002426,0.29705036
2019-12,Russia,most-other,pre,0.197304336,0.584384718,0.55787027,0.650560905,0.205956136
2019-12,Western Asia,most-other,pre,0.225063517,0.755049597,0.838373472,0.817877798,0.420591785
2019-12,China,most-other,pre,0.271100409,0.922547572,0.884528749,0.922426788,1.173514408
2019-12,Southern America,most-tropical,pre,0.281983378,0.970562342,0.962231075,0.964184474,0.378339148
2019-12,Africa,most-tropical,pre,0.277800593,0.807337659,0.95202299,0.89194883,1.019159056
2020-01,Oceania,most-tropical,pre,0.298265144,1,0.935456491,0.981124426,0.20451064
2020-01,South-eastern Asia,most-tropical,pre,0.24265952,1,0.998520331,1,0.304906683
2020-01,Europe,most-other,pre,0.317376979,0.69282138,0.673362584,0.680144418,0.228899542
2020-01,Southern Asia,most-tropical,pre,0.222593268,0.984456755,0.943244627,0.977406266,0.489184657
2020-01,Northern America,most-other,pre,0.280981502,0.746203268,0.828659773,0.828739754,0.232137665
2020-01,Japan/Korea,most-other,pre,0.258421641,1,0.882433943,0.951696586,0.210867679
2020-01,Russia,most-other,pre,0.257517761,0.613617805,0.555205534,0.657041787,0.243672244
2020-01,Western Asia,most-other,pre,0.336560518,0.737694918,0.882988719,0.830968805,0.282668155
2020-01,China,most-other,pre,0.280220978,0.98116046,0.917756025,0.960651927,1.281663634
2020-01,Southern America,most-tropical,pre,0.231980647,0.987844254,1,1,0.396225282
2020-01,Africa,most-tropical,pre,0.302628277,0.817794411,0.921376579,0.881915674,1.027801139
2020-02,Oceania,most-tropical,pan,0.298265144,0.738058138,0.825382801,0.832664655,0.306572652
2020-02,South-eastern Asia,most-tropical,pan,0.24265952,0.648409269,0.853897407,0.799022418,0.330039219
2020-02,Europe,most-other,pan,0.317376979,0.60756998,0.616693463,0.617434129,0.26517273
2020-02,Southern Asia,most-tropical,pan,0.222593268,0.845548532,0.880502533,0.892728815,0.596418723
2020-02,Northern America,most-other,pan,0.280981502,0.622252527,0.841813084,0.827289116,0.227370182
2020-02,Japan/Korea,most-other,pan,0.258421641,0.682319205,0.84313336,0.809023235,0.274061375
2020-02,Russia,most-other,pan,0.257517761,0.484776232,0.50808064,0.578291065,0.281257324
2020-02,Western Asia,most-other,pan,0.336560518,0.645113002,0.800321644,0.740732336,0.265755071
2020-02,China,most-other,pan,0.280220978,0.467970652,0.308505346,0.343535837,1.289819297
2020-02,Southern America,most-tropical,pan,0.231980647,0.891471956,0.857614947,0.861933939,0.471261253
2020-02,Africa,most-tropical,pan,0.302628277,0.705712876,0.850684089,0.788964522,1.199834863
2020-03,Oceania,most-tropical,pan,0.298265144,0.483290889,0.701881255,0.675047714,0.362266933
2020-03,South-eastern Asia,most-tropical,pan,0.24265952,0.33906202,0.631395266,0.552698797,0.265506395
2020-03,Europe,most-other,pan,0.317376979,0.408603812,0.420517544,0.419866879,0.368892194
2020-03,Southern Asia,most-tropical,pan,0.222593268,0.55122684,0.692656227,0.671763268,0.735334842
2020-03,Northern America,most-other,pan,0.280981502,0.448944817,0.590256677,0.58143213,0.19758561
2020-03,Japan/Korea,most-other,pan,0.258421641,0.290831555,0.591925411,0.498880809,0.395507045
2020-03,Russia,most-other,pan,0.257517761,0.334189001,0.462755032,0.494563444,0.390821018
2020-03,Western Asia,most-other,pan,0.336560518,0.421564338,0.547641419,0.49635485,0.292735437
2020-03,China,most-other,pan,0.280220978,0.197341519,0.364626561,0.352953615,1.186192965
2020-03,Southern America,most-tropical,pan,0.231980647,0.63541969,0.641957029,0.642080519,0.494047441
2020-03,Africa,most-tropical,pan,0.302628277,0.4553599,0.670120643,0.569961277,1.265265229
2020-04,Oceania,most-tropical,pan,0.220382705,0.037161613,0.05670456,0.054105792,0.437446827
2020-04,South-eastern Asia,most-tropical,pan,0.210579886,0.044385773,0.168235256,0.134787672,0.328787963
2020-04,Europe,most-other,pan,0.256222853,0.038554954,0.055166852,0.052026189,0.238044778
2020-04,Southern Asia,most-tropical,pan,0.256222853,0.070917975,0.157268996,0.13800006,0.8144037
2020-04,Northern America,most-other,pan,0.220382705,0.0302365,0.094505279,0.088613496,0.314913629
2020-04,Japan/Korea,most-other,pan,0.256222853,0.061003448,0.332243584,0.242480345,0.245002145
2020-04,Russia,most-other,pan,0.256222853,0.047839646,0.158566804,0.149503837,0.245114833
2020-04,Western Asia,most-other,pan,0.256222853,0.061221847,0.151237828,0.107877287,0.359992614
2020-04,China,most-other,pan,0.295330608,0.039144538,0.279046735,0.253422063,1.445442606
2020-04,Southern America,most-tropical,pan,0.256222853,0.025382085,0.065345022,0.061524754,0.29925346
2020-04,Africa,most-tropical,pan,0.256222853,0.055301733,0.166296941,0.111868405,1.314988797
2020-05,Oceania,most-tropical,pan,0.220382705,0.027045276,0.058994907,0.053632916,0.492594133
2020-05,South-eastern Asia,most-tropical,pan,0.210579886,0.047472232,0.200791183,0.159376817,0.39478214
2020-05,Europe,most-other,pan,0.256222853,0.046136187,0.097515523,0.087494286,0.272568845
2020-05,Southern Asia,most-tropical,pan,0.256222853,0.065353461,0.189095209,0.16059338,0.892050246
2020-05,Northern America,most-other,pan,0.220382705,0.030037989,0.132233047,0.122669581,0.372076226
2020-05,Japan/Korea,most-other,pan,0.256222853,0.068011681,0.383539265,0.279032387,0.287817218
2020-05,Russia,most-other,pan,0.256222853,0.051656428,0.16796973,0.158662728,0.269339536
2020-05,Western Asia,most-other,pan,0.256222853,0.062316049,0.054637195,0.060235549,0.422389441
2020-05,China,most-other,pan,0.295330608,0.052486338,0.406951597,0.368895136,1.858330354
2020-05,Southern America,most-tropical,pan,0.256222853,0.028670074,0.060707659,0.057654883,0.37593324
2020-05,Africa,most-tropical,pan,0.256222853,0.076679208,0.149026706,0.11415078,1.393998208
2020-06,Oceania,most-tropical,pan,0.220382705,0.031330108,0.111930389,0.097184757,0.506931517
2020-06,South-eastern Asia,most-tropical,pan,0.210579886,0.046991005,0.250553907,0.195550381,0.481692633
2020-06,Europe,most-other,pan,0.256222853,0.06266225,0.074550314,0.072450204,0.303231039
2020-06,Southern Asia,most-tropical,pan,0.256222853,0.094385487,0.207300666,0.182144506,0.97209725
2020-06,Northern America,most-other,pan,0.220382705,0.04727391,0.23444826,0.216848785,0.41197156
2020-06,Japan/Korea,most-other,pan,0.256222853,0.059398418,0.392900439,0.282070884,0.325022317
2020-06,Russia,most-other,pan,0.256222853,0.058434056,0.287509764,0.262601455,0.262766721
2020-06,Western Asia,most-other,pan,0.256222853,0.097760083,0.175711741,0.139420933,0.479326814
2020-06,China,most-other,pan,0.295330608,0.0393442,0.493531423,0.443751735,1.957739449
2020-06,Southern America,most-tropical,pan,0.256222853,0.038488927,0.063734066,0.061347372,0.374885593
2020-06,Africa,most-tropical,pan,0.256222853,0.062222128,0.131129687,0.097752116,1.485155772
2020-07,Oceania,most-tropical,pan,0.296254087,0.04200205,0.215072283,0.182574726,0.363334716
2020-07,South-eastern Asia,most-tropical,pan,0.267653646,0.067969608,0.42180779,0.326184469,0.561013574
2020-07,Europe,most-other,pan,0.406177057,0.147079966,0.283632284,0.257101413,0.306541482
2020-07,Southern Asia,most-tropical,pan,0.41086868,0.157795297,0.275229532,0.25052856,1.060080604
2020-07,Northern America,most-other,pan,0.406177057,0.085242735,0.295304137,0.275900249,0.443329867
2020-07,Japan/Korea,most-other,pan,0.331359345,0.085237558,0.561754443,0.403408986,0.359049809
2020-07,Russia,most-other,pan,0.331359345,0.159548056,0.51795549,0.489333759,0.234204519
2020-07,Western Asia,most-other,pan,0.331359345,0.190483021,0.326518266,0.263745433,0.533416774
2020-07,China,most-other,pan,0.243693147,0.066669277,0.674055893,0.607997324,2.066893254
2020-07,Southern America,most-tropical,pan,0.331359345,0.067329101,0.126282337,0.120682119,0.376929774
2020-07,Africa,most-tropical,pan,0.356383467,0.155719698,0.16779828,0.164089535,1.576161434
2020-08,Oceania,most-tropical,pan,0.296254087,0.045530858,0.170683618,0.147684248,0.590022987
2020-08,South-eastern Asia,most-tropical,pan,0.267653646,0.071665998,0.350183252,0.274934712,0.649960638
2020-08,Europe,most-other,pan,0.406177057,0.196782294,0.42049389,0.37684302,0.316145996
2020-08,Southern Asia,most-tropical,pan,0.41086868,0.18264246,0.291893996,0.26979289,1.150093161
2020-08,Northern America,most-other,pan,0.406177057,0.114855248,0.29012188,0.274404322,0.473590078
2020-08,Japan/Korea,most-other,pan,0.331359345,0.093677063,0.626398153,0.449328435,0.356378391
2020-08,Russia,most-other,pan,0.331359345,0.219407734,0.618723087,0.593161898,0.184128073
2020-08,Western Asia,most-other,pan,0.331359345,0.246643397,0.370931528,0.315621416,0.571127151
2020-08,China,most-other,pan,0.243693147,0.070312597,0.781707052,0.704053534,1.179334786
2020-08,Southern America,most-tropical,pan,0.331359345,0.088796448,0.1527545,0.146697528,0.443598169
2020-08,Africa,most-tropical,pan,0.356383467,0.197488994,0.244887971,0.224216737,1.66875254
2020-09,Oceania,most-tropical,pan,0.296254087,0.043461632,0.215498169,0.183251207,0.589072661
2020-09,South-eastern Asia,most-tropical,pan,0.267653646,0.067564406,0.366957,0.286058229,0.734164628
2020-09,Europe,most-other,pan,0.406177057,0.171091159,0.317557212,0.289156253,0.318151966
2020-09,Southern Asia,most-tropical,pan,0.41086868,0.189515986,0.347860202,0.313984273,1.225436515
2020-09,Northern America,most-other,pan,0.406177057,0.105194868,0.287126569,0.270659815,0.475979044
2020-09,Japan/Korea,most-other,pan,0.331359345,0.087584019,0.556242538,0.400619363,0.328186772
2020-09,Russia,most-other,pan,0.331359345,0.210426836,0.554854024,0.536023732,0.157224594
2020-09,Western Asia,most-other,pan,0.331359345,0.23027178,0.346107307,0.294570042,0.583416728
2020-09,China,most-other,pan,0.243693147,0.066416417,0.787023735,0.708189446,1.165835682
2020-09,Southern America,most-tropical,pan,0.331359345,0.109410857,0.210981335,0.20132491,0.383784903
2020-09,Africa,most-tropical,pan,0.356383467,0.17509165,0.278248275,0.229493087,1.760170183
2020-10,Oceania,most-tropical,pan,0.395726448,0.031206815,0.268700258,0.223232883,0.574010277
2020-10,South-eastern Asia,most-tropical,pan,0.184136013,0.064094253,0.382956688,0.296788489,0.767690867
2020-10,Europe,most-other,pan,0.367460582,0.146615618,0.239671332,0.221786488,0.284347706
2020-10,Southern Asia,most-tropical,pan,0.210625681,0.197844656,0.412056498,0.364793203,1.265461787
2020-10,Northern America,most-other,pan,0.281675796,0.105036033,0.33190687,0.311090335,0.445865966
2020-10,Japan/Korea,most-other,pan,0.266952122,0.085245346,0.610136442,0.435460675,0.308235676
2020-10,Russia,most-other,pan,0.266952122,0.148675026,0.474813106,0.449298842,0.141170846
2020-10,Western Asia,most-other,pan,0.288780344,0.222465262,0.347663195,0.291217442,0.639737853
2020-10,China,most-other,pan,0.266952122,0.056303989,0.818734805,0.734816168,1.073510582
2020-10,Southern America,most-tropical,pan,0.354485639,0.138884486,0.308742165,0.292541328,0.274688966
2020-10,Africa,most-tropical,pan,0.364133878,0.195215519,0.327562146,0.264575642,1.829796814
2020-11,Oceania,most-tropical,pan,0.395726448,0.040061363,0.269857299,0.226189473,0.547617297
2020-11,South-eastern Asia,most-tropical,pan,0.184136013,0.05827133,0.39195662,0.301773245,0.822768573
2020-11,Europe,most-other,pan,0.367460582,0.099380277,0.113140556,0.110822597,0.270629964
2020-11,Southern Asia,most-tropical,pan,0.210625681,0.193747206,0.433389564,0.379839041,1.313375787
2020-11,Northern America,most-other,pan,0.281675796,0.10128007,0.320647162,0.300516089,0.419853896
2020-11,Japan/Korea,most-other,pan,0.266952122,0.071981667,0.6136234,0.432900567,0.312771068
2020-11,Russia,most-other,pan,0.266952122,0.086232688,0.363087225,0.335355353,0.163357996
2020-11,Western Asia,most-other,pan,0.288780344,0.16938765,0.319058467,0.248863296,0.650999647
2020-11,China,most-other,pan,0.266952122,0.042648762,0.727542601,0.651869357,0.693857344
2020-11,Southern America,most-tropical,pan,0.354485639,0.170366392,0.341356637,0.325084004,0.110586602
2020-11,Africa,most-tropical,pan,0.364133878,0.166506445,0.328173787,0.25016863,1.808908888
2020-12,Oceania,most-tropical,pan,0.395726448,0.059208007,0.430893635,0.360078061,0.526857782
2020-12,South-eastern Asia,most-tropical,pan,0.184136013,0.067206591,0.456571856,0.351339295,0.862870901
2020-12,Europe,most-other,pan,0.367460582,0.128270013,0.138910617,0.137334381,0.257741256
2020-12,Southern Asia,most-tropical,pan,0.210625681,0.236228942,0.501748011,0.442943671,1.374404019
2020-12,Northern America,most-other,pan,0.281675796,0.130506096,0.338407547,0.319701429,0.396741868
2020-12,Japan/Korea,most-other,pan,0.266952122,0.075287122,0.553448457,0.394253582,0.339545206
2020-12,Russia,most-other,pan,0.266952122,0.107792867,0.417853265,0.388499403,0.226846075
2020-12,Western Asia,most-other,pan,0.288780344,0.200258704,0.288800747,0.25008868,0.482354326
2020-12,China,most-other,pan,0.266952122,0.044352686,0.726507285,0.651204991,0.289941209
2020-12,Southern America,most-tropical,pan,0.354485639,0.281773941,0.437208154,0.422566402,0.059973089
2020-12,Africa,most-tropical,pan,0.364133878,0.223472989,0.437838829,0.334446227,1.710729422
2021-01,Oceania,most-tropical,pan,0.285057677,0.048496191,0.389154327,0.324059715,0.414526783
2021-01,South-eastern Asia,most-tropical,pan,0.221989309,0.059157875,0.346559443,0.26889461,0.98517153
2021-01,Europe,most-other,pan,0.261117478,0.121073898,0.098057973,0.10314306,0.262532244
2021-01,Southern Asia,most-tropical,pan,0.248159344,0.249168071,0.508580224,0.451578805,1.400157494
2021-01,Northern America,most-other,pan,0.309620937,0.125916828,0.2982467,0.282932737,0.425871629
2021-01,Japan/Korea,most-other,pan,0.215971143,0.06582681,0.37322281,0.27139644,0.386431922
2021-01,Russia,most-other,pan,0.293486488,0.122080806,0.529525849,0.487979668,0.307216602
2021-01,Western Asia,most-other,pan,0.252968094,0.203659475,0.340984563,0.277936319,0.575880076
2021-01,China,most-other,pan,0.266166315,0.041473932,0.611154219,0.548429389,0.221360104
2021-01,Southern America,most-tropical,pan,0.349986219,0.249238513,0.528021691,0.501456903,0.116749394
2021-01,Africa,most-tropical,pan,0.316977978,0.230887447,0.438474238,0.338565489,1.698302675
2021-02,Oceania,most-tropical,pan,0.285057677,0.041399225,0.369696753,0.306787768,0.395679614
2021-02,South-eastern Asia,most-tropical,pan,0.221989309,0.047758968,0.311107705,0.239935734,1.073215605
2021-02,Europe,most-other,pan,0.261117478,0.093361456,0.058142437,0.065537218,0.258061368
2021-02,Southern Asia,most-tropical,pan,0.248159344,0.240264142,0.588510575,0.509679131,1.453219596
2021-02,Northern America,most-other,pan,0.309620937,0.095042797,0.31457973,0.29436487,0.418082062
2021-02,Japan/Korea,most-other,pan,0.215971143,0.050066275,0.398702714,0.282487979,0.57480727
2021-02,Russia,most-other,pan,0.293486488,0.10375367,0.466601901,0.428848892,0.387400693
2021-02,Western Asia,most-other,pan,0.252968094,0.170794931,0.344040122,0.262077868,0.631754039
2021-02,China,most-other,pan,0.266166315,0.02897684,0.478995504,0.42930814,0.198225976
2021-02,Southern America,most-tropical,pan,0.349986219,0.166847334,0.417995591,0.393995698,0.200612066
2021-02,Africa,most-tropical,pan,0.316977978,0.181985868,0.417661197,0.303048432,1.660304801
2021-03,Oceania,most-tropical,pan,0.285057677,0.048019282,0.533551575,0.440076707,0.446757352
2021-03,South-eastern Asia,most-tropical,pan,0.221989309,0.061873636,0.469978431,0.359671947,1.207966961
2021-03,Europe,most-other,pan,0.261117478,0.112776255,0.06926063,0.078386572,0.264983885
2021-03,Southern Asia,most-tropical,pan,0.248159344,0.285113799,0.66926181,0.582795738,1.496336807
2021-03,Northern America,most-other,pan,0.309620937,0.120863365,0.476298923,0.44321408,0.365825532
2021-03,Japan/Korea,most-other,pan,0.215971143,0.062027499,0.509730274,0.360425698,0.459563712
2021-03,Russia,most-other,pan,0.293486488,0.153684577,0.570922809,0.532733527,0.458959121
2021-03,Western Asia,most-other,pan,0.252968094,0.211012731,0.345378692,0.28401926,0.636275704
2021-03,China,most-other,pan,0.266166315,0.040193283,0.901630693,0.805961339,0.206453147
2021-03,Southern America,most-tropical,pan,0.349986219,0.195141238,0.374677254,0.357610624,0.275811561
2021-03,Africa,most-tropical,pan,0.316977978,0.201013809,0.422878444,0.31542122,1.781503888
2021-04,Oceania,most-tropical,pan,0.272754785,0.054616254,0.673086147,0.553801706,0.511699027
2021-04,South-eastern Asia,most-tropical,pan,0.252433121,0.057787917,0.465310785,0.355157274,1.179611958
2021-04,Europe,most-other,pan,0.272777025,0.122790665,0.094624264,0.100740585,0.352054638
2021-04,Southern Asia,most-tropical,pan,0.243895311,0.269380493,0.599867181,0.526070186,1.546477732
2021-04,Northern America,most-other,pan,0.261400851,0.133746835,0.528019727,0.491316319,0.333245008
2021-04,Japan/Korea,most-other,pan,0.273830131,0.060366984,0.506031631,0.357365994,0.534819539
2021-04,Russia,most-other,pan,0.347238169,0.177427954,0.602642035,0.566883529,0.536050422
2021-04,Western Asia,most-other,pan,0.218090172,0.221276591,0.383634728,0.308544746,0.635667318
2021-04,China,most-other,pan,0.273830131,0.041192171,0.936066166,0.836662972,0.236262277
2021-04,Southern America,most-tropical,pan,0.273830131,0.202737207,0.308533895,0.298580928,0.356687758
2021-04,Africa,most-tropical,pan,0.342631735,0.194879341,0.418954939,0.310306502,1.983507127
2021-05,Oceania,most-tropical,pan,0.272754785,0.056992402,0.664985069,0.547830421,0.548012802
2021-05,South-eastern Asia,most-tropical,pan,0.252433121,0.052983807,0.281899473,0.220045678,1.226713849
2021-05,Europe,most-other,pan,0.272777025,0.141273239,0.148676188,0.147798335,0.364048285
2021-05,Southern Asia,most-tropical,pan,0.243895311,0.19767093,0.347635685,0.315998255,1.581396326
