time	date	datetime	milliseconds	mean	median	upper	lower
2023.564	2023-07-24	2023-07-24T20:38:24	1690231104192	22.505619417949145	21.943859304424706	43.7436849787099	12.06796799776293
2023.044	2023-01-16	2023-01-16T01:26:24	1673832384194	10.402844336680959	10.367563340800515	13.607310626779558	7.989560164220401
2022.5240000000001	2022-07-10	2022-07-10T06:14:24	1657433664194	13.235473858909057	13.159746225135414	19.679775108739257	8.96865458577555
2022.0040000000001	2022-01-01	2022-01-01T11:02:24	1641034944194	10.123565180128741	10.06385096980479	14.548180783991977	7.036082207457684
2021.4840000000002	2021-06-25	2021-06-25T15:50:24	1624636224194	4.268362527858258	4.2369509535316245	6.7070465434279	2.685536037162556
2020.9640000000002	2020-12-16	2020-12-16T20:38:24	1608151104194	6.02484239963204	5.973078318395122	10.16844718982272	3.496971091771293
2020.4440000000002	2020-06-10	2020-06-10T01:26:24	1591752384194	85.76828593873027	83.28202060263293	181.04469267101263	46.11060457065395
2019.9240000000002	2019-12-03	2019-12-03T06:14:24	1575353664194	9.698601371420473	9.697544026296312	11.991324236916597	7.553564210977919
2019.4040000000002	2019-05-27	2019-05-27T11:02:24	1558954944194	30.850860677512795	30.51073944403687	48.19992630775732	20.831580616481222
2018.8840000000002	2018-11-18	2018-11-18T15:50:24	1542556224194	14.26352439198012	14.239536435043505	18.015682616133258	11.22321383003806
2018.3640000000003	2018-05-12	2018-05-12T20:38:24	1526157504194	29.53777421670485	29.41031103509001	44.16543502459078	19.433266021101094
2017.8440000000003	2017-11-04	2017-11-04T01:26:24	1509758784194	11.91399393134364	11.867345723403382	15.490236980200484	9.161076867654726
2017.3240000000003	2017-04-28	2017-04-28T06:14:24	1493360064194	18.152879534004626	17.976557726916347	28.053439835540814	12.061403034512269
2016.8040000000003	2016-10-19	2016-10-19T11:02:24	1476874944194	11.292686885582894	11.190132125816422	16.923121511703986	7.895589795088123
2016.2840000000003	2016-04-12	2016-04-12T15:50:24	1460476224195	40.196905110635036	39.67051874696152	61.25019250727362	25.410348496934315
2015.7640000000004	2015-10-05	2015-10-05T20:38:24	1444077504195	5.519938189647109	5.518211939313412	7.1183631475065186	4.234317014896209
2015.2440000000004	2015-03-30	2015-03-30T01:26:24	1427678784195	10.795153464962294	10.689447618065683	15.99668127166635	7.260703068541062
2014.7240000000004	2014-09-21	2014-09-21T06:14:24	1411280064195	9.857214065289185	9.78829254909862	14.667175369665047	6.719231533453939
2014.2040000000004	2014-03-15	2014-03-15T11:02:24	1394881344195	26.39554233352687	26.194893858201866	38.90199940945165	18.358529708576214
2013.6840000000004	2013-09-06	2013-09-06T15:50:24	1378482624195	9.265637924585182	9.224502775461279	12.482202806038732	6.830454139444769
2013.1640000000004	2013-02-28	2013-02-28T20:38:24	1362083904195	33.767083766671306	33.510280961373184	50.6097675961641	23.518396844868853
2012.6440000000005	2012-08-22	2012-08-22T01:26:24	1345598784195	3.6741408445692216	3.6713503262959186	5.358273655809221	2.543315772033091
2012.1240000000005	2012-02-14	2012-02-14T06:14:24	1329200064196	4.828042031097143	4.75264734352342	10.067439001439581	2.457207077716498
2011.6040000000005	2011-08-08	2011-08-08T11:02:24	1312801344196	2.938079995551159	2.872720818412297	7.167547659516328	1.2443906169674146
2011.0840000000005	2011-01-30	2011-01-30T15:50:24	1296402624196	1.037649834743925	1.0265881651986644	2.7352830104509973	0.4160982411705133
2010.5640000000005	2010-07-24	2010-07-24T20:38:24	1280003904196	0.9088925472699804	0.8664568305110241	4.391069889013355	0.2139850571709219
2010.5640000000005	2010-07-24	2010-07-24T20:38:24	1280003904196	0.9088925472699804	0.8664568305110241	4.391069889013355	0.2139850571709219
2010.0440000000006	2010-01-16	2010-01-16T01:26:24	1263605184196	0.9088925472699804	0.8664568305110241	4.391069889013355	0.2139850571709219
2009.5240000000006	2009-07-10	2009-07-10T06:14:24	1247206464196	0.9088925472699804	0.8664568305110241	4.391069889013355	0.2139850571709219
2009.0040000000006	2009-01-01	2009-01-01T11:02:24	1230807744196	0.9088925472699804	0.8664568305110241	4.391069889013355	0.2139850571709219
