time	date	datetime	milliseconds	mean	median	upper	lower
2023.529	2023-07-12	2023-07-12T02:02:24	1689127344443	7.514667646867854	7.4256017800721175	12.18574400750412	4.7888001759739565
2023.009	2023-01-03	2023-01-03T06:50:24	1672728624444	20.874818981556146	20.7033194040906	29.30315591489041	14.982855571915838
2022.489	2022-06-27	2022-06-27T11:38:24	1656329904444	12.158370297421694	12.073779114938812	16.73746790597644	8.963832560202123
2021.969	2021-12-19	2021-12-19T16:26:24	1639931184444	10.027352270036722	10.021890486072653	13.168061191173035	7.762572322636811
2021.449	2021-06-12	2021-06-12T21:14:24	1623532464444	8.520073033502907	8.426225887645161	13.312249897003777	5.4651925087733115
2020.929	2020-12-04	2020-12-04T02:02:24	1607047344444	5.9253008996247045	5.916488270898819	8.669125589587221	4.042631091871762
2020.409	2020-05-28	2020-05-28T06:50:24	1590648624444	26.400618533831878	26.133036931901334	37.234966601462055	18.85623653667092
2019.8890000000001	2019-11-20	2019-11-20T11:38:24	1574249904444	17.441300146301188	17.41210715582214	23.87360090720284	12.927798833931078
2019.3690000000001	2019-05-14	2019-05-14T16:26:24	1557851184444	12.656096071899675	12.613436631023257	16.82124508033049	9.69923860696484
2018.8490000000002	2018-11-05	2018-11-05T21:14:24	1541452464444	16.36956846498422	16.30210615193466	21.888166761720125	12.022301067069213
2018.3290000000002	2018-04-30	2018-04-30T02:02:24	1525053744444	23.234981842405183	23.11152056437806	34.153779358262994	16.730699019673406
2017.8090000000002	2017-10-22	2017-10-22T06:50:24	1508655024444	11.972197066124556	11.943496897160662	15.647362217583177	9.173964384278447
2017.2890000000002	2017-04-15	2017-04-15T11:38:24	1492256304444	35.17258522897422	34.97191278343341	49.61360320191139	25.12770468146432
2016.7690000000002	2016-10-06	2016-10-06T16:26:24	1475771184445	13.755128437176054	13.743231060797587	18.064193699346518	10.832568926835657
2016.2490000000003	2016-03-30	2016-03-30T21:14:24	1459372464445	24.626623495165916	24.377066467803104	38.13515467155707	16.338729961376483
2015.7290000000003	2015-09-23	2015-09-23T02:02:24	1442973744445	16.91666710912478	16.857974310651606	23.02341714364944	12.24759605823158
2015.2090000000003	2015-03-17	2015-03-17T06:50:24	1426575024445	35.231724422633356	34.91788424690642	51.20441249189827	24.25141314614237
2014.6890000000003	2014-09-08	2014-09-08T11:38:24	1410176304445	13.130990084400183	13.061752893967451	17.76400713599484	9.769463968292797
2014.1690000000003	2014-03-02	2014-03-02T16:26:24	1393777584445	14.155768026838428	14.120573310846927	18.900184861244096	10.585106960535402
2013.6490000000003	2013-08-24	2013-08-24T21:14:24	1377378864445	13.922640849571232	13.89054392179025	19.728202667201955	9.717512016003576
2013.1290000000004	2013-02-16	2013-02-16T02:02:24	1360980144445	14.668157853038545	14.601371690710517	20.187326010693035	10.444545768241463
2012.6090000000004	2012-08-09	2012-08-09T06:50:24	1344495024446	7.910847158307911	7.890118210749085	10.779873650286767	5.807996358709885
2012.0890000000004	2012-02-01	2012-02-01T11:38:24	1328096304446	30.79032726372081	30.506725761612945	45.31190000539436	22.109865554028897
2011.5690000000004	2011-07-26	2011-07-26T16:26:24	1311697584446	2.6837240116996113	2.695273018564027	3.9047504042362986	1.7000190743143697
2011.0490000000004	2011-01-17	2011-01-17T21:14:24	1295298864446	2.225388480932707	2.1902606100891804	5.808003813740057	0.8620837838542758
2010.5290000000005	2010-07-12	2010-07-12T02:02:24	1278900144446	0.6194602358607114	0.6184268931498407	2.1765840811429147	0.15381519900729293
2010.5290000000005	2010-07-12	2010-07-12T02:02:24	1278900144446	0.6194602358607114	0.6184268931498407	2.1765840811429147	0.15381519900729293
2010.0090000000005	2010-01-03	2010-01-03T06:50:24	1262501424447	0.6194602358607114	0.6184268931498407	2.1765840811429147	0.15381519900729293
