treeId,startLocation,endLocation,time,descendantTaxa,descendantTaxaSameState
1005000,Africa,Europe,1.9220437159165227,1,1
1005000,WesternAsia,Europe,1.6761738974304878,1,1
1005000,WesternAsia,Russia,3.7429505730542707,1,1
1005000,SouthernAsia,NorthernAmerica,1.7378894089427588,1,1
1005000,Africa,Europe,1.7195761334716726,1,1
1005000,WesternAsia,Africa,1.808875931301226,1,1
1005000,SouthernAsia,WesternAsia,1.9597759224485587,1,1
1005000,Europe,SouthernAmerica,1.7259883482442941,1,1
1005000,Africa,Europe,1.7735582691176521,1,1
1005000,SouthernAsia,WesternAsia,1.9243571634495302,1,1
1005000,WesternAsia,SouthernAsia,1.9730742981194116,1,1
1005000,SouthernAsia,WesternAsia,1.757043322071378,1,1
1005000,Japan/Korea,SoutheasternAsia,3.755752942060128,1,1
1005000,NorthernAmerica,Europe,1.5379176300965867,1,1
1005000,Europe,NorthernAmerica,1.5868462991440417,1,1
1005000,SouthernAsia,SoutheasternAsia,3.5390176925973145,1,1
1005000,SouthernAsia,NorthernAmerica,1.990202201284672,1,1
1005000,Japan/Korea,Europe,1.5228455127946823,1,1
1005000,SoutheasternAsia,Japan/Korea,1.7249387564805323,1,1
1005000,SouthernAsia,SoutheasternAsia,1.7727278301737328,1,1
1005000,Oceania,WesternAsia,1.341950321757009,1,1
1005000,Russia,Africa,1.2605428018247808,1,1
1005000,Africa,Russia,1.3811784417149053,1,1
1005000,Europe,NorthernAmerica,1.3016813918140784,1,1
1005000,Russia,Europe,5.47777811414564,1,1
1005000,SoutheasternAsia,Europe,4.081188832524287,1,1
1005000,SouthernAmerica,Europe,0.9147455573930899,1,1
1005000,NorthernAmerica,Europe,0.9274404638608453,1,1
1005000,Africa,Europe,1.0726884028425738,1,1
1005000,SouthernAsia,WesternAsia,0.8313693412544392,1,1
1005000,Europe,WesternAsia,0.9771328574303505,1,1
1005000,SoutheasternAsia,WesternAsia,1.0767914426706766,1,1
1005000,WesternAsia,Africa,4.507417958547755,1,1
1005000,Europe,WesternAsia,3.6996219345692407,1,1
1005000,SoutheasternAsia,Russia,0.7069265083881551,1,1
1005000,SouthernAsia,NorthernAmerica,0.9537569514753135,1,1
1005000,SouthernAmerica,NorthernAmerica,0.813999256969773,1,1
1005000,Europe,NorthernAmerica,0.8585022279295547,1,1
1005000,Russia,Europe,1.0074157906136942,1,1
1005000,SouthernAsia,Russia,1.0213628115045268,1,1
1005000,WesternAsia,SoutheasternAsia,0.8810052969037727,1,1
1005000,WesternAsia,SoutheasternAsia,0.955287543270394,1,1
1005000,SoutheasternAsia,Oceania,0.9329157984733423,1,1
1005000,Europe,SoutheasternAsia,0.8622900703514669,1,1
1005000,WesternAsia,Europe,0.9163851750462496,1,1
1005000,SouthernAsia,WesternAsia,1.058529237629441,1,1
1005000,Africa,SoutheasternAsia,0.8743522610139997,1,1
1005000,SouthernAsia,SoutheasternAsia,1.0231161219954783,1,1
1005000,WesternAsia,SoutheasternAsia,0.925014575197753,1,1
1005000,NorthernAmerica,WesternAsia,0.7885004878484876,1,1
1005000,Europe,WesternAsia,0.7086395960880619,1,1
1005000,NorthernAmerica,Europe,0.7529996367295158,1,1
1005000,SouthernAmerica,NorthernAmerica,0.801886076256647,1,1
1005000,WesternAsia,Africa,6.316220694602505,1,1
1005000,SoutheasternAsia,Oceania,0.6238673411063408,1,1
1005000,Europe,Oceania,0.7635770468494635,1,1
1005000,SoutheasternAsia,Oceania,0.6416967676365994,1,1
1005000,WesternAsia,Europe,0.7098866340182083,1,1
1005000,SouthernAsia,WesternAsia,1.0270172524194827,1,1
1005000,WesternAsia,SouthernAsia,0.6790678064164265,1,1
1005000,Europe,WesternAsia,0.8371306133183449,1,1
1005000,Russia,Europe,0.9507798988988703,1,1
1005000,Europe,Russia,1.26149658625694,1,1
1005000,NorthernAmerica,Europe,1.315732482436586,1,1
1005000,SouthernAsia,NorthernAmerica,1.405027870361978,1,1
1005000,WesternAsia,SouthernAsia,1.4762911833101016,1,1
1005000,Oceania,SouthernAsia,0.5762384554132687,1,1
1005000,Europe,Oceania,0.9576078484240029,1,1
1005000,SouthernAsia,NorthernAmerica,0.7074122368053886,1,1
1005000,SouthernAmerica,NorthernAmerica,0.8449657229252698,1,1
1005000,WesternAsia,SoutheasternAsia,0.6017516079880837,1,1
1005000,WesternAsia,Europe,0.6616404704480723,1,1
1005000,Europe,WesternAsia,0.9205458835890531,1,1
1005000,SoutheasternAsia,Europe,0.9245523345253459,1,1
1005000,NorthernAmerica,Europe,0.7198886628083683,1,1
1005000,SouthernAsia,NorthernAmerica,0.7303914377096818,1,1
1005000,NorthernAmerica,Europe,0.7634000884007384,1,1
1005000,Europe,Africa,0.62830477649123,1,1
1005000,SouthernAmerica,NorthernAmerica,0.8384110603700906,1,1
1005000,Africa,NorthernAmerica,0.7063306973819592,1,1
1005000,SouthernAsia,Africa,0.7314774209925952,1,1
1005000,SouthernAsia,NorthernAmerica,0.8365110719103147,1,1
1005000,NorthernAmerica,Europe,0.6526921418991481,1,1
1005000,Oceania,Europe,0.7366378223690991,1,1
1005000,NorthernAmerica,Oceania,0.7698340763662501,1,1
1005000,WesternAsia,Africa,0.622937482844209,1,1
1005000,SouthernAmerica,NorthernAmerica,0.7761401531114674,1,1
1005000,SouthernAsia,SoutheasternAsia,1.1392635472365404,1,1
1005000,SouthernAsia,WesternAsia,0.8452331075044955,1,1
1005000,SoutheasternAsia,SouthChina,0.8710421565465623,1,1
1005000,NorthernAmerica,WesternAsia,0.9368670002442918,1,1
1005000,SouthernAsia,NorthernAmerica,1.002091937996053,1,1
1005000,SouthernAsia,WesternAsia,0.8334574879947652,1,1
1005000,SouthernAmerica,NorthernAmerica,0.7774507622800023,1,1
1005000,Oceania,SouthernAsia,1.1627677795670484,1,1
1005000,SoutheasternAsia,WesternAsia,0.57176613577176,1,1
1005000,NorthernAmerica,SouthernAmerica,0.7769289663930239,1,1
1005000,NorthernAmerica,SouthernAmerica,0.7838147274471247,1,1
1005000,Oceania,SoutheasternAsia,1.1426694842220348,1,1
1005000,Europe,SoutheasternAsia,0.7600153679659322,1,1
1005000,Europe,WesternAsia,0.731785895866919,1,1
1005000,WesternAsia,SouthernAsia,0.9070109563645877,1,1
1005000,WesternAsia,SouthernAsia,1.023024845797041,1,1
1005000,WesternAsia,NorthernAmerica,1.1073945586536953,1,1
1005000,SouthernAsia,WesternAsia,1.4543200898817505,1,1
1005000,Europe,NorthernAmerica,0.6322748067605883,1,1
1005000,WesternAsia,Europe,0.7875126423774347,1,1
1005000,NorthernAmerica,Europe,0.7417758380871812,1,1
1005000,NorthernAmerica,SoutheasternAsia,0.7491845360533798,1,1
1005000,SouthernAmerica,NorthernAmerica,0.9404008623671677,1,1
1005000,Oceania,SouthernAsia,0.8032014850169554,1,1
1005000,SoutheasternAsia,SouthernAsia,0.9381137054118415,1,1
1005000,NorthernAmerica,WesternAsia,0.7164265690451513,1,1
1005000,WesternAsia,Europe,0.5921923055305388,1,1
1005000,SouthernAsia,NorthernAmerica,0.7144986995372496,1,1
1005000,Europe,Africa,0.976887905838579,1,1
1005000,Europe,Africa,0.5509731482427392,1,1
1005000,Europe,SouthernAmerica,0.7007840581686023,1,1
1005000,Europe,Africa,0.6339090755034489,1,1
1005000,Japan/Korea,Europe,0.5572114574255037,1,1
1005000,SoutheasternAsia,Japan/Korea,0.5008468056240434,1,1
1005000,NorthernAmerica,Japan/Korea,0.8492552001388679,1,1
1005000,Africa,Europe,0.5022842449488367,1,1
1005000,Russia,WesternAsia,0.6679973579139462,1,1
1005000,Russia,WesternAsia,0.6016557609649673,1,1
1005000,Africa,Japan/Korea,0.6613800239717695,1,1
1005000,SouthernAmerica,Oceania,0.7807937699072376,1,1
1005000,WesternAsia,Oceania,1.214232667700558,1,1
1005000,SouthernAsia,WesternAsia,1.3757019960825814,1,1
1005000,Oceania,WesternAsia,1.0811451142569737,1,1
1005000,NorthernAmerica,Europe,0.461422624793246,1,1
1005000,SouthChina,NorthChina,0.5191457168268475,1,1
1005000,Japan/Korea,NorthChina,0.487048937224609,1,1
1005000,NorthernAmerica,Japan/Korea,0.5265855798576525,1,1
1005000,WesternAsia,Europe,0.38960106491724344,1,1
1005000,Africa,SouthChina,0.4429020200845678,1,1
1005000,Russia,SouthChina,0.5854767504026656,1,1
1005000,WesternAsia,Europe,1.065486079401538,1,1
1005000,Oceania,SouthernAsia,0.31475159910087663,1,1
1005000,Africa,SoutheasternAsia,0.45759273406082124,1,1
1005000,SouthernAmerica,NorthernAmerica,0.46873624131764136,1,1
1005000,SouthernAmerica,NorthernAmerica,0.601457312488954,1,1
1005000,SouthernAmerica,NorthernAmerica,0.46610642742110914,1,1
1005000,NorthernAmerica,SouthernAmerica,0.4875937557860996,1,1
1005000,SoutheasternAsia,Oceania,0.8061683480317551,1,1
1005000,Japan/Korea,Oceania,0.41676541510802884,1,1
1005000,SouthChina,NorthernAmerica,3.4071009686650964,1,1
1005000,Europe,NorthernAmerica,3.5270955344887507,1,1
1005000,Japan/Korea,Europe,3.6402896732552676,1,1
1005000,SoutheasternAsia,Japan/Korea,3.664457618769277,1,1
1005000,SouthernAmerica,NorthernAmerica,3.5531671582367474,1,1
1005000,Oceania,NorthernAmerica,3.6655217000079383,1,1
1005000,SouthernAmerica,NorthernAmerica,3.5508077579788107,1,1
1005000,SouthChina,NorthernAmerica,4.688185201507239,1,1
1005000,SoutheasternAsia,SouthChina,4.695668693690967,1,1
1005000,Oceania,SoutheasternAsia,4.7332951606937,1,1
1005000,NorthernAmerica,Europe,0.6082129482854605,1,1
1005000,SouthernAmerica,NorthernAmerica,0.6168677967717674,1,1
1005000,NorthernAmerica,SouthernAmerica,0.9468132627839134,1,1
1005000,WesternAsia,SouthernAsia,0.4938074612955132,1,1
1005000,Russia,WesternAsia,0.8963570110616614,1,1
1005000,SouthernAsia,Russia,0.9752526539472652,1,1
1005000,Japan/Korea,SouthernAmerica,0.4200305337762566,1,1
1005000,SoutheasternAsia,Russia,0.6179276012036499,1,1
1005000,WesternAsia,Europe,0.2406930039876002,1,1
1005000,Europe,WesternAsia,0.29122618523082583,1,1
1005000,Africa,Europe,0.3069341379122508,1,1
1005000,SouthernAsia,Oceania,0.345644030174478,1,1
1005000,Europe,WesternAsia,1.0324663462886163,1,1
1005000,Japan/Korea,SoutheasternAsia,0.4099608601775882,1,1
1005000,Europe,Japan/Korea,0.4763205269494932,1,1
1005000,SoutheasternAsia,Europe,0.6079847156424649,1,1
1005000,Europe,NorthernAmerica,0.5849154152163308,1,1
1005000,Oceania,SouthernAsia,1.408282746860811,1,1
1005000,WesternAsia,SouthernAmerica,0.4493770939198647,1,1
1005000,Africa,WesternAsia,0.5280585460330878,1,1
1005000,SouthernAsia,WesternAsia,0.7659321894502591,1,1
1005000,SouthChina,Russia,0.38389169263079176,1,1
1005000,SoutheasternAsia,Oceania,0.4725329477701103,1,1
1005000,SoutheasternAsia,Japan/Korea,0.33617740702100957,1,1
1005000,SouthChina,SoutheasternAsia,0.35104660162630213,1,1
1005000,Africa,Japan/Korea,0.678143053870413,1,1
1005000,Russia,Europe,0.5194589343152188,1,1
1005000,WesternAsia,SouthernAmerica,0.7318369663849646,1,1
1005000,WesternAsia,SoutheasternAsia,0.3840852649992158,1,1
1005000,SoutheasternAsia,WesternAsia,0.5729639634354857,1,1
1005000,Europe,SoutheasternAsia,0.3609038394476167,1,1
1005000,SouthChina,Japan/Korea,0.3122705211154241,1,1
1005000,WesternAsia,Africa,0.48242516583050743,1,1
1005000,SoutheasternAsia,WesternAsia,0.5247992998295402,1,1
