"virus","tree_id","season","tmrca"
"by",252,"N_Hemisphere_2012",2005.76286289478
"by",252,"N_Hemisphere_2013",2005.76286289478
"by",252,"N_Hemisphere_2011",2005.76286289478
"by",252,"N_Hemisphere_2014",2005.76286289478
"by",252,"N_Hemisphere_2015",2005.76286289478
"by",252,"S_Hemisphere_2012.5",2005.76286289478
"by",252,"S_Hemisphere_2013.5",2005.76286289478
"by",252,"S_Hemisphere_2014.5",2005.76286289478
"by",252,"N_Hemisphere_2016",2011.85951645809
"by",252,"N_Hemisphere_2017",2011.85951645809
"by",252,"S_Hemisphere_2011.5",2005.76286289478
"by",252,"S_Hemisphere_2019.5",2016.47062835382
"by",252,"S_Hemisphere_2015.5",2011.85951645809
"by",252,"S_Hemisphere_2020.5",2016.47062835382
"by",252,"N_Hemisphere_2019",2015.98733348709
"by",252,"S_Hemisphere_2016.5",2005.76286289478
"by",252,"N_Hemisphere_2020",2016.47062835382
"by",252,"S_Hemisphere_2017.5",2014.10347265841
"by",252,"N_Hemisphere_2018",2014.10347265841
"by",252,"S_Hemisphere_2018.5",2014.10347265841
"by",253,"N_Hemisphere_2012",2006.62316102207
"by",253,"N_Hemisphere_2013",2006.62316102207
"by",253,"N_Hemisphere_2011",2006.62316102207
"by",253,"N_Hemisphere_2014",2006.62316102207
"by",253,"N_Hemisphere_2015",2006.62316102207
"by",253,"S_Hemisphere_2012.5",2006.62316102207
"by",253,"S_Hemisphere_2013.5",2006.62316102207
"by",253,"S_Hemisphere_2014.5",2006.62316102207
"by",253,"N_Hemisphere_2016",2011.74674702039
"by",253,"N_Hemisphere_2017",2011.74674702039
"by",253,"S_Hemisphere_2011.5",2006.62316102207
"by",253,"S_Hemisphere_2019.5",2016.53678318228
"by",253,"S_Hemisphere_2015.5",2011.74674702039
"by",253,"S_Hemisphere_2020.5",2016.53678318228
"by",253,"N_Hemisphere_2019",2015.89684817283
"by",253,"S_Hemisphere_2016.5",2006.62316102207
"by",253,"N_Hemisphere_2020",2016.53678318228
"by",253,"S_Hemisphere_2017.5",2014.15949664227
"by",253,"N_Hemisphere_2018",2014.15949664227
"by",253,"S_Hemisphere_2018.5",2014.17662452058
"by",254,"N_Hemisphere_2012",2004.34825586819
"by",254,"N_Hemisphere_2013",2004.34825586819
"by",254,"N_Hemisphere_2011",2004.34825586819
"by",254,"N_Hemisphere_2014",2004.34825586819
"by",254,"N_Hemisphere_2015",2004.34825586819
"by",254,"S_Hemisphere_2012.5",2004.34825586819
"by",254,"S_Hemisphere_2013.5",2004.34825586819
"by",254,"S_Hemisphere_2014.5",2004.34825586819
"by",254,"N_Hemisphere_2016",2011.81802120722
"by",254,"N_Hemisphere_2017",2011.81802120722
"by",254,"S_Hemisphere_2011.5",2004.34825586819
"by",254,"S_Hemisphere_2019.5",2016.60979013917
"by",254,"S_Hemisphere_2015.5",2011.81802120722
"by",254,"S_Hemisphere_2020.5",2016.60979013917
"by",254,"N_Hemisphere_2019",2015.92444050297
"by",254,"S_Hemisphere_2016.5",2004.34825586819
"by",254,"N_Hemisphere_2020",2016.60979013917
"by",254,"S_Hemisphere_2017.5",2014.17721106229
"by",254,"N_Hemisphere_2018",2014.17721106229
"by",254,"S_Hemisphere_2018.5",2014.19595879099
"by",255,"N_Hemisphere_2012",2005.68596080734
"by",255,"N_Hemisphere_2013",2005.68596080734
"by",255,"N_Hemisphere_2011",2005.68596080734
"by",255,"N_Hemisphere_2014",2005.68596080734
"by",255,"N_Hemisphere_2015",2005.68596080734
"by",255,"S_Hemisphere_2012.5",2005.68596080734
"by",255,"S_Hemisphere_2013.5",2005.68596080734
"by",255,"S_Hemisphere_2014.5",2005.68596080734
"by",255,"N_Hemisphere_2016",2012.03319833411
"by",255,"N_Hemisphere_2017",2012.03319833411
"by",255,"S_Hemisphere_2011.5",2005.68596080734
"by",255,"S_Hemisphere_2019.5",2016.53318231772
"by",255,"S_Hemisphere_2015.5",2012.03319833411
"by",255,"S_Hemisphere_2020.5",2016.53318231772
"by",255,"N_Hemisphere_2019",2015.99431220377
"by",255,"S_Hemisphere_2016.5",2005.68596080734
"by",255,"N_Hemisphere_2020",2016.53318231772
"by",255,"S_Hemisphere_2017.5",2014.05999814195
"by",255,"N_Hemisphere_2018",2014.05999814195
"by",255,"S_Hemisphere_2018.5",2014.05999814195
"by",256,"N_Hemisphere_2012",2006.52352804615
"by",256,"N_Hemisphere_2013",2006.52352804615
"by",256,"N_Hemisphere_2011",2006.52352804615
"by",256,"N_Hemisphere_2014",2006.52352804615
"by",256,"N_Hemisphere_2015",2006.52352804615
"by",256,"S_Hemisphere_2012.5",2006.52352804615
"by",256,"S_Hemisphere_2013.5",2006.52352804615
"by",256,"S_Hemisphere_2014.5",2006.52352804615
"by",256,"N_Hemisphere_2016",2011.7964148466
"by",256,"N_Hemisphere_2017",2011.7964148466
"by",256,"S_Hemisphere_2011.5",2006.52352804615
"by",256,"S_Hemisphere_2019.5",2016.53082536656
"by",256,"S_Hemisphere_2015.5",2011.7964148466
"by",256,"S_Hemisphere_2020.5",2016.53082536656
"by",256,"N_Hemisphere_2019",2015.89028200595
"by",256,"S_Hemisphere_2016.5",2006.52352804615
"by",256,"N_Hemisphere_2020",2016.53082536656
"by",256,"S_Hemisphere_2017.5",2013.82621332434
"by",256,"N_Hemisphere_2018",2013.82621332434
"by",256,"S_Hemisphere_2018.5",2013.90400518551
"by",257,"N_Hemisphere_2012",2005.99503127812
"by",257,"N_Hemisphere_2013",2005.99503127812
"by",257,"N_Hemisphere_2011",2005.99503127812
"by",257,"N_Hemisphere_2014",2005.99503127812
"by",257,"N_Hemisphere_2015",2005.99503127812
"by",257,"S_Hemisphere_2012.5",2005.99503127812
"by",257,"S_Hemisphere_2013.5",2005.99503127812
"by",257,"S_Hemisphere_2014.5",2005.99503127812
"by",257,"N_Hemisphere_2016",2012.06777626065
"by",257,"N_Hemisphere_2017",2012.06777626065
"by",257,"S_Hemisphere_2011.5",2005.99503127812
"by",257,"S_Hemisphere_2019.5",2016.58887033861
"by",257,"S_Hemisphere_2015.5",2012.06777626065
"by",257,"S_Hemisphere_2020.5",2016.58887033861
"by",257,"N_Hemisphere_2019",2015.83632930496
"by",257,"S_Hemisphere_2016.5",2005.99503127812
"by",257,"N_Hemisphere_2020",2016.58887033861
"by",257,"S_Hemisphere_2017.5",2013.79960551327
"by",257,"N_Hemisphere_2018",2013.79960551327
"by",257,"S_Hemisphere_2018.5",2013.79960551327
"by",258,"N_Hemisphere_2012",2006.01556610839
"by",258,"N_Hemisphere_2013",2006.01556610839
"by",258,"N_Hemisphere_2011",2006.01556610839
"by",258,"N_Hemisphere_2014",2006.01556610839
"by",258,"N_Hemisphere_2015",2006.01556610839
"by",258,"S_Hemisphere_2012.5",2006.01556610839
"by",258,"S_Hemisphere_2013.5",2006.01556610839
"by",258,"S_Hemisphere_2014.5",2006.01556610839
"by",258,"N_Hemisphere_2016",2011.92022295202
"by",258,"N_Hemisphere_2017",2011.92022295202
"by",258,"S_Hemisphere_2011.5",2006.01556610839
"by",258,"S_Hemisphere_2019.5",2016.5922949114
"by",258,"S_Hemisphere_2015.5",2011.92022295202
"by",258,"S_Hemisphere_2020.5",2016.63357941848
"by",258,"N_Hemisphere_2019",2016.02933082777
"by",258,"S_Hemisphere_2016.5",2006.01556610839
"by",258,"N_Hemisphere_2020",2016.59005197314
"by",258,"S_Hemisphere_2017.5",2014.13062427646
"by",258,"N_Hemisphere_2018",2014.13062427646
"by",258,"S_Hemisphere_2018.5",2014.29408991896
"by",259,"N_Hemisphere_2012",2007.08807904376
"by",259,"N_Hemisphere_2013",2007.08807904376
"by",259,"N_Hemisphere_2011",2007.08807904376
"by",259,"N_Hemisphere_2014",2007.08807904376
"by",259,"N_Hemisphere_2015",2007.08807904376
"by",259,"S_Hemisphere_2012.5",2007.08807904376
"by",259,"S_Hemisphere_2013.5",2007.08807904376
"by",259,"S_Hemisphere_2014.5",2007.08807904376
"by",259,"N_Hemisphere_2016",2012.04541787719
"by",259,"N_Hemisphere_2017",2012.04541787719
"by",259,"S_Hemisphere_2011.5",2007.08807904376
"by",259,"S_Hemisphere_2019.5",2016.57860777462
"by",259,"S_Hemisphere_2015.5",2012.04541787719
"by",259,"S_Hemisphere_2020.5",2016.65129385821
"by",259,"N_Hemisphere_2019",2016.12785035357
"by",259,"S_Hemisphere_2016.5",2007.08807904376
"by",259,"N_Hemisphere_2020",2016.61143111919
"by",259,"S_Hemisphere_2017.5",2014.17420922519
"by",259,"N_Hemisphere_2018",2014.17420922519
"by",259,"S_Hemisphere_2018.5",2014.17420922519
"by",260,"N_Hemisphere_2012",2007.21148726379
"by",260,"N_Hemisphere_2013",2007.21148726379
"by",260,"N_Hemisphere_2011",2007.21148726379
"by",260,"N_Hemisphere_2014",2007.21148726379
"by",260,"N_Hemisphere_2015",2007.21148726379
"by",260,"S_Hemisphere_2012.5",2007.21148726379
"by",260,"S_Hemisphere_2013.5",2007.21148726379
"by",260,"S_Hemisphere_2014.5",2007.21148726379
"by",260,"N_Hemisphere_2016",2011.98219625986
"by",260,"N_Hemisphere_2017",2011.98219625986
"by",260,"S_Hemisphere_2011.5",2007.21148726379
"by",260,"S_Hemisphere_2019.5",2016.59073729069
"by",260,"S_Hemisphere_2015.5",2011.98219625986
"by",260,"S_Hemisphere_2020.5",2016.59073729069
"by",260,"N_Hemisphere_2019",2016.24312918197
"by",260,"S_Hemisphere_2016.5",2007.21148726379
"by",260,"N_Hemisphere_2020",2016.59073729069
"by",260,"S_Hemisphere_2017.5",2014.17959323663
"by",260,"N_Hemisphere_2018",2014.17959323663
"by",260,"S_Hemisphere_2018.5",2014.17959323663
"by",261,"N_Hemisphere_2012",2006.71520473046
"by",261,"N_Hemisphere_2013",2006.71520473046
"by",261,"N_Hemisphere_2011",2006.71520473046
"by",261,"N_Hemisphere_2014",2006.71520473046
"by",261,"N_Hemisphere_2015",2006.71520473046
"by",261,"S_Hemisphere_2012.5",2006.71520473046
"by",261,"S_Hemisphere_2013.5",2006.71520473046
"by",261,"S_Hemisphere_2014.5",2006.71520473046
"by",261,"N_Hemisphere_2016",2011.94046390884
"by",261,"N_Hemisphere_2017",2011.94046390884
"by",261,"S_Hemisphere_2011.5",2006.71520473046
"by",261,"S_Hemisphere_2019.5",2016.6735858511
"by",261,"S_Hemisphere_2015.5",2011.94046390884
"by",261,"S_Hemisphere_2020.5",2016.74485665011
"by",261,"N_Hemisphere_2019",2016.08586445674
"by",261,"S_Hemisphere_2016.5",2006.71520473046
"by",261,"N_Hemisphere_2020",2016.58665347922
"by",261,"S_Hemisphere_2017.5",2014.0815591316
"by",261,"N_Hemisphere_2018",2014.0815591316
"by",261,"S_Hemisphere_2018.5",2014.0815591316
"by",262,"N_Hemisphere_2012",2006.46683375178
"by",262,"N_Hemisphere_2013",2006.46683375178
"by",262,"N_Hemisphere_2011",2006.46683375178
"by",262,"N_Hemisphere_2014",2006.46683375178
"by",262,"N_Hemisphere_2015",2006.46683375178
"by",262,"S_Hemisphere_2012.5",2006.46683375178
"by",262,"S_Hemisphere_2013.5",2006.46683375178
"by",262,"S_Hemisphere_2014.5",2006.46683375178
"by",262,"N_Hemisphere_2016",2011.80868910358
"by",262,"N_Hemisphere_2017",2011.80868910358
"by",262,"S_Hemisphere_2011.5",2006.46683375178
"by",262,"S_Hemisphere_2019.5",2016.65429144245
"by",262,"S_Hemisphere_2015.5",2011.80868910358
"by",262,"S_Hemisphere_2020.5",2016.65429144245
"by",262,"N_Hemisphere_2019",2015.93495455107
"by",262,"S_Hemisphere_2016.5",2006.46683375178
"by",262,"N_Hemisphere_2020",2016.59698381087
"by",262,"S_Hemisphere_2017.5",2014.02618848629
"by",262,"N_Hemisphere_2018",2014.02618848629
"by",262,"S_Hemisphere_2018.5",2014.02618848629
"by",263,"N_Hemisphere_2012",2006.41473275665
"by",263,"N_Hemisphere_2013",2006.41473275665
"by",263,"N_Hemisphere_2011",2006.41473275665
"by",263,"N_Hemisphere_2014",2006.41473275665
"by",263,"N_Hemisphere_2015",2006.41473275665
"by",263,"S_Hemisphere_2012.5",2006.41473275665
"by",263,"S_Hemisphere_2013.5",2006.41473275665
"by",263,"S_Hemisphere_2014.5",2006.41473275665
"by",263,"N_Hemisphere_2016",2012.03222240061
"by",263,"N_Hemisphere_2017",2012.03222240061
"by",263,"S_Hemisphere_2011.5",2006.41473275665
"by",263,"S_Hemisphere_2019.5",2016.61608076304
"by",263,"S_Hemisphere_2015.5",2012.03222240061
"by",263,"S_Hemisphere_2020.5",2016.61608076304
"by",263,"N_Hemisphere_2019",2016.10543776539
"by",263,"S_Hemisphere_2016.5",2006.41473275665
"by",263,"N_Hemisphere_2020",2016.59231329578
"by",263,"S_Hemisphere_2017.5",2013.97853493129
"by",263,"N_Hemisphere_2018",2013.97853493129
"by",263,"S_Hemisphere_2018.5",2013.97853493129
"by",264,"N_Hemisphere_2012",2005.84729713067
"by",264,"N_Hemisphere_2013",2005.84729713067
"by",264,"N_Hemisphere_2011",2005.84729713067
"by",264,"N_Hemisphere_2014",2005.84729713067
"by",264,"N_Hemisphere_2015",2005.84729713067
"by",264,"S_Hemisphere_2012.5",2005.84729713067
"by",264,"S_Hemisphere_2013.5",2005.84729713067
"by",264,"S_Hemisphere_2014.5",2005.84729713067
"by",264,"N_Hemisphere_2016",2011.93226900027
"by",264,"N_Hemisphere_2017",2011.93226900027
"by",264,"S_Hemisphere_2011.5",2005.84729713067
"by",264,"S_Hemisphere_2019.5",2016.34661914812
"by",264,"S_Hemisphere_2015.5",2011.93226900027
"by",264,"S_Hemisphere_2020.5",2016.34661914812
"by",264,"N_Hemisphere_2019",2016.0216797649
"by",264,"S_Hemisphere_2016.5",2005.84729713067
"by",264,"N_Hemisphere_2020",2016.34661914812
"by",264,"S_Hemisphere_2017.5",2014.1453269331
"by",264,"N_Hemisphere_2018",2014.1453269331
"by",264,"S_Hemisphere_2018.5",2014.1453269331
"by",265,"N_Hemisphere_2012",2007.55793057357
"by",265,"N_Hemisphere_2013",2007.55793057357
"by",265,"N_Hemisphere_2011",2007.55793057357
"by",265,"N_Hemisphere_2014",2007.55793057357
"by",265,"N_Hemisphere_2015",2007.55793057357
"by",265,"S_Hemisphere_2012.5",2007.55793057357
"by",265,"S_Hemisphere_2013.5",2007.55793057357
"by",265,"S_Hemisphere_2014.5",2007.55793057357
"by",265,"N_Hemisphere_2016",2011.95550065062
"by",265,"N_Hemisphere_2017",2011.95550065062
"by",265,"S_Hemisphere_2011.5",2007.55793057357
"by",265,"S_Hemisphere_2019.5",2016.68735032221
"by",265,"S_Hemisphere_2015.5",2011.95550065062
"by",265,"S_Hemisphere_2020.5",2016.68735032221
"by",265,"N_Hemisphere_2019",2016.0773786313
"by",265,"S_Hemisphere_2016.5",2007.55793057357
"by",265,"N_Hemisphere_2020",2016.68735032221
"by",265,"S_Hemisphere_2017.5",2014.12923308264
"by",265,"N_Hemisphere_2018",2014.12923308264
"by",265,"S_Hemisphere_2018.5",2014.12923308264
"by",266,"N_Hemisphere_2012",2005.25207286588
"by",266,"N_Hemisphere_2013",2005.25207286588
"by",266,"N_Hemisphere_2011",2005.25207286588
"by",266,"N_Hemisphere_2014",2005.25207286588
"by",266,"N_Hemisphere_2015",2005.25207286588
"by",266,"S_Hemisphere_2012.5",2005.25207286588
"by",266,"S_Hemisphere_2013.5",2005.25207286588
"by",266,"S_Hemisphere_2014.5",2005.25207286588
"by",266,"N_Hemisphere_2016",2011.97429110528
"by",266,"N_Hemisphere_2017",2011.97429110528
"by",266,"S_Hemisphere_2011.5",2005.25207286588
"by",266,"S_Hemisphere_2019.5",2016.62128770816
"by",266,"S_Hemisphere_2015.5",2011.97429110528
"by",266,"S_Hemisphere_2020.5",2016.62128770816
"by",266,"N_Hemisphere_2019",2016.28981908231
"by",266,"S_Hemisphere_2016.5",2005.25207286588
"by",266,"N_Hemisphere_2020",2016.62128770816
"by",266,"S_Hemisphere_2017.5",2014.09556864655
"by",266,"N_Hemisphere_2018",2014.09556864655
"by",266,"S_Hemisphere_2018.5",2014.09556864655
"by",267,"N_Hemisphere_2012",2006.8144895977
"by",267,"N_Hemisphere_2013",2006.8144895977
"by",267,"N_Hemisphere_2011",2006.8144895977
"by",267,"N_Hemisphere_2014",2006.8144895977
"by",267,"N_Hemisphere_2015",2006.8144895977
"by",267,"S_Hemisphere_2012.5",2006.8144895977
"by",267,"S_Hemisphere_2013.5",2006.8144895977
"by",267,"S_Hemisphere_2014.5",2006.8144895977
"by",267,"N_Hemisphere_2016",2012.00390079615
"by",267,"N_Hemisphere_2017",2012.00390079615
"by",267,"S_Hemisphere_2011.5",2006.8144895977
"by",267,"S_Hemisphere_2019.5",2016.67985666046
"by",267,"S_Hemisphere_2015.5",2012.00390079615
"by",267,"S_Hemisphere_2020.5",2016.67985666046
"by",267,"N_Hemisphere_2019",2016.09620637489
"by",267,"S_Hemisphere_2016.5",2006.8144895977
"by",267,"N_Hemisphere_2020",2016.67985666046
"by",267,"S_Hemisphere_2017.5",2013.83219062982
"by",267,"N_Hemisphere_2018",2013.83219062982
"by",267,"S_Hemisphere_2018.5",2013.83219062982
"by",268,"N_Hemisphere_2012",2006.276961208
"by",268,"N_Hemisphere_2013",2006.276961208
"by",268,"N_Hemisphere_2011",2006.276961208
"by",268,"N_Hemisphere_2014",2006.276961208
"by",268,"N_Hemisphere_2015",2006.276961208
"by",268,"S_Hemisphere_2012.5",2006.276961208
"by",268,"S_Hemisphere_2013.5",2006.276961208
"by",268,"S_Hemisphere_2014.5",2006.276961208
"by",268,"N_Hemisphere_2016",2011.97310985349
"by",268,"N_Hemisphere_2017",2011.97310985349
"by",268,"S_Hemisphere_2011.5",2006.276961208
"by",268,"S_Hemisphere_2019.5",2016.54090348526
"by",268,"S_Hemisphere_2015.5",2011.97310985349
"by",268,"S_Hemisphere_2020.5",2016.54090348526
"by",268,"N_Hemisphere_2019",2016.01645971251
"by",268,"S_Hemisphere_2016.5",2006.276961208
"by",268,"N_Hemisphere_2020",2016.54090348526
"by",268,"S_Hemisphere_2017.5",2014.18829990494
"by",268,"N_Hemisphere_2018",2013.9994070006
"by",268,"S_Hemisphere_2018.5",2014.18829990494
"by",269,"N_Hemisphere_2012",2006.57561591156
"by",269,"N_Hemisphere_2013",2006.57561591156
"by",269,"N_Hemisphere_2011",2006.57561591156
"by",269,"N_Hemisphere_2014",2006.57561591156
"by",269,"N_Hemisphere_2015",2006.57561591156
"by",269,"S_Hemisphere_2012.5",2006.57561591156
"by",269,"S_Hemisphere_2013.5",2006.57561591156
"by",269,"S_Hemisphere_2014.5",2006.57561591156
"by",269,"N_Hemisphere_2016",2011.87269239492
"by",269,"N_Hemisphere_2017",2011.87269239492
"by",269,"S_Hemisphere_2011.5",2006.57561591156
"by",269,"S_Hemisphere_2019.5",2016.46991777027
"by",269,"S_Hemisphere_2015.5",2011.87269239492
"by",269,"S_Hemisphere_2020.5",2016.59846626267
"by",269,"N_Hemisphere_2019",2015.91789518365
"by",269,"S_Hemisphere_2016.5",2006.57561591156
"by",269,"N_Hemisphere_2020",2016.46991777027
"by",269,"S_Hemisphere_2017.5",2014.07958684759
"by",269,"N_Hemisphere_2018",2014.07958684759
"by",269,"S_Hemisphere_2018.5",2014.07958684759
"by",270,"N_Hemisphere_2012",2006.46112805173
"by",270,"N_Hemisphere_2013",2006.46112805173
"by",270,"N_Hemisphere_2011",2006.46112805173
"by",270,"N_Hemisphere_2014",2006.46112805173
"by",270,"N_Hemisphere_2015",2006.46112805173
"by",270,"S_Hemisphere_2012.5",2006.46112805173
"by",270,"S_Hemisphere_2013.5",2006.46112805173
"by",270,"S_Hemisphere_2014.5",2006.46112805173
"by",270,"N_Hemisphere_2016",2011.90493278049
"by",270,"N_Hemisphere_2017",2011.90493278049
"by",270,"S_Hemisphere_2011.5",2006.46112805173
"by",270,"S_Hemisphere_2019.5",2016.47659425858
"by",270,"S_Hemisphere_2015.5",2011.90493278049
"by",270,"S_Hemisphere_2020.5",2016.47659425858
"by",270,"N_Hemisphere_2019",2015.91807946235
"by",270,"S_Hemisphere_2016.5",2006.46112805173
"by",270,"N_Hemisphere_2020",2016.47659425858
"by",270,"S_Hemisphere_2017.5",2013.87112370575
"by",270,"N_Hemisphere_2018",2013.87112370575
"by",270,"S_Hemisphere_2018.5",2013.87112370575
"by",271,"N_Hemisphere_2012",2005.92605284737
"by",271,"N_Hemisphere_2013",2005.92605284737
"by",271,"N_Hemisphere_2011",2005.92605284737
"by",271,"N_Hemisphere_2014",2005.92605284737
"by",271,"N_Hemisphere_2015",2005.92605284737
"by",271,"S_Hemisphere_2012.5",2005.92605284737
"by",271,"S_Hemisphere_2013.5",2005.92605284737
"by",271,"S_Hemisphere_2014.5",2005.92605284737
"by",271,"N_Hemisphere_2016",2012.00987353692
"by",271,"N_Hemisphere_2017",2012.00987353692
"by",271,"S_Hemisphere_2011.5",2005.92605284737
"by",271,"S_Hemisphere_2019.5",2016.68051747805
"by",271,"S_Hemisphere_2015.5",2012.00987353692
"by",271,"S_Hemisphere_2020.5",2016.68350881986
"by",271,"N_Hemisphere_2019",2016.13274669501
"by",271,"S_Hemisphere_2016.5",2005.92605284737
"by",271,"N_Hemisphere_2020",2016.68051747805
"by",271,"S_Hemisphere_2017.5",2013.88662697134
"by",271,"N_Hemisphere_2018",2013.88662697134
"by",271,"S_Hemisphere_2018.5",2013.98465041566
"by",272,"N_Hemisphere_2012",2005.46240382764
"by",272,"N_Hemisphere_2013",2005.46240382764
"by",272,"N_Hemisphere_2011",2005.46240382764
"by",272,"N_Hemisphere_2014",2005.46240382764
"by",272,"N_Hemisphere_2015",2005.46240382764
"by",272,"S_Hemisphere_2012.5",2005.46240382764
"by",272,"S_Hemisphere_2013.5",2005.46240382764
"by",272,"S_Hemisphere_2014.5",2005.46240382764
"by",272,"N_Hemisphere_2016",2011.91914413853
"by",272,"N_Hemisphere_2017",2011.91914413853
"by",272,"S_Hemisphere_2011.5",2005.46240382764
"by",272,"S_Hemisphere_2019.5",2016.70465360538
"by",272,"S_Hemisphere_2015.5",2011.91914413853
"by",272,"S_Hemisphere_2020.5",2016.70465360538
"by",272,"N_Hemisphere_2019",2016.09206978221
"by",272,"S_Hemisphere_2016.5",2005.46240382764
"by",272,"N_Hemisphere_2020",2016.70465360538
"by",272,"S_Hemisphere_2017.5",2014.07417493238
"by",272,"N_Hemisphere_2018",2014.06275025054
"by",272,"S_Hemisphere_2018.5",2014.07417493238
"by",273,"N_Hemisphere_2012",2005.9846602922
"by",273,"N_Hemisphere_2013",2005.9846602922
"by",273,"N_Hemisphere_2011",2005.9846602922
"by",273,"N_Hemisphere_2014",2005.9846602922
"by",273,"N_Hemisphere_2015",2005.9846602922
"by",273,"S_Hemisphere_2012.5",2005.9846602922
"by",273,"S_Hemisphere_2013.5",2005.9846602922
"by",273,"S_Hemisphere_2014.5",2005.9846602922
"by",273,"N_Hemisphere_2016",2012.04794153695
"by",273,"N_Hemisphere_2017",2012.04794153695
"by",273,"S_Hemisphere_2011.5",2005.9846602922
"by",273,"S_Hemisphere_2019.5",2016.61979888718
"by",273,"S_Hemisphere_2015.5",2012.04794153695
"by",273,"S_Hemisphere_2020.5",2016.61979888718
"by",273,"N_Hemisphere_2019",2015.95308435899
"by",273,"S_Hemisphere_2016.5",2005.9846602922
"by",273,"N_Hemisphere_2020",2016.61979888718
"by",273,"S_Hemisphere_2017.5",2014.02761564564
"by",273,"N_Hemisphere_2018",2014.02347973422
"by",273,"S_Hemisphere_2018.5",2014.06298127133
"by",274,"N_Hemisphere_2012",2005.56353530694
"by",274,"N_Hemisphere_2013",2005.56353530694
"by",274,"N_Hemisphere_2011",2005.56353530694
"by",274,"N_Hemisphere_2014",2005.56353530694
"by",274,"N_Hemisphere_2015",2005.56353530694
"by",274,"S_Hemisphere_2012.5",2005.56353530694
"by",274,"S_Hemisphere_2013.5",2005.56353530694
"by",274,"S_Hemisphere_2014.5",2005.56353530694
"by",274,"N_Hemisphere_2016",2011.83528237665
"by",274,"N_Hemisphere_2017",2011.83528237665
"by",274,"S_Hemisphere_2011.5",2005.56353530694
"by",274,"S_Hemisphere_2019.5",2016.57624964761
"by",274,"S_Hemisphere_2015.5",2011.83528237665
"by",274,"S_Hemisphere_2020.5",2016.71723297055
"by",274,"N_Hemisphere_2019",2016.13060968845
"by",274,"S_Hemisphere_2016.5",2005.56353530694
"by",274,"N_Hemisphere_2020",2016.5875011385
"by",274,"S_Hemisphere_2017.5",2013.98390475777
"by",274,"N_Hemisphere_2018",2013.98390475777
"by",274,"S_Hemisphere_2018.5",2013.98390475777
"by",275,"N_Hemisphere_2012",2004.80060698389
"by",275,"N_Hemisphere_2013",2004.80060698389
"by",275,"N_Hemisphere_2011",2004.80060698389
"by",275,"N_Hemisphere_2014",2004.80060698389
"by",275,"N_Hemisphere_2015",2004.80060698389
"by",275,"S_Hemisphere_2012.5",2004.80060698389
"by",275,"S_Hemisphere_2013.5",2004.80060698389
"by",275,"S_Hemisphere_2014.5",2004.80060698389
"by",275,"N_Hemisphere_2016",2012.09455096221
"by",275,"N_Hemisphere_2017",2012.09455096221
"by",275,"S_Hemisphere_2011.5",2004.80060698389
"by",275,"S_Hemisphere_2019.5",2016.67392585297
"by",275,"S_Hemisphere_2015.5",2012.09455096221
"by",275,"S_Hemisphere_2020.5",2016.67392585297
"by",275,"N_Hemisphere_2019",2016.15335907834
"by",275,"S_Hemisphere_2016.5",2004.80060698389
"by",275,"N_Hemisphere_2020",2016.67392585297
"by",275,"S_Hemisphere_2017.5",2013.99434778319
"by",275,"N_Hemisphere_2018",2013.99434778319
"by",275,"S_Hemisphere_2018.5",2013.99434778319
"by",276,"N_Hemisphere_2012",2005.66907639219
"by",276,"N_Hemisphere_2013",2005.66907639219
"by",276,"N_Hemisphere_2011",2005.66907639219
"by",276,"N_Hemisphere_2014",2005.66907639219
"by",276,"N_Hemisphere_2015",2005.66907639219
"by",276,"S_Hemisphere_2012.5",2005.66907639219
"by",276,"S_Hemisphere_2013.5",2005.66907639219
"by",276,"S_Hemisphere_2014.5",2005.66907639219
"by",276,"N_Hemisphere_2016",2012.1188952639
"by",276,"N_Hemisphere_2017",2012.1188952639
"by",276,"S_Hemisphere_2011.5",2005.66907639219
"by",276,"S_Hemisphere_2019.5",2016.54233520958
"by",276,"S_Hemisphere_2015.5",2012.1188952639
"by",276,"S_Hemisphere_2020.5",2016.54233520958
"by",276,"N_Hemisphere_2019",2016.05401401501
"by",276,"S_Hemisphere_2016.5",2005.66907639219
"by",276,"N_Hemisphere_2020",2016.54233520958
"by",276,"S_Hemisphere_2017.5",2014.11875764832
"by",276,"N_Hemisphere_2018",2014.11875764832
"by",276,"S_Hemisphere_2018.5",2014.11875764832
"by",277,"N_Hemisphere_2012",2006.80470600581
"by",277,"N_Hemisphere_2013",2006.80470600581
"by",277,"N_Hemisphere_2011",2006.80470600581
"by",277,"N_Hemisphere_2014",2006.80470600581
"by",277,"N_Hemisphere_2015",2006.80470600581
"by",277,"S_Hemisphere_2012.5",2006.80470600581
"by",277,"S_Hemisphere_2013.5",2006.80470600581
"by",277,"S_Hemisphere_2014.5",2006.80470600581
"by",277,"N_Hemisphere_2016",2012.03273829824
"by",277,"N_Hemisphere_2017",2012.03273829824
"by",277,"S_Hemisphere_2011.5",2006.80470600581
"by",277,"S_Hemisphere_2019.5",2016.57380665646
"by",277,"S_Hemisphere_2015.5",2012.03273829824
"by",277,"S_Hemisphere_2020.5",2016.57380665646
"by",277,"N_Hemisphere_2019",2016.23346133557
"by",277,"S_Hemisphere_2016.5",2006.80470600581
"by",277,"N_Hemisphere_2020",2016.57380665646
"by",277,"S_Hemisphere_2017.5",2014.11036880642
